"","(Intercept)","boatlaunch","log(COND_avg)","log(dist_waterfowl + 1)","log(latitude)","log(longitude)","log(nearest_W)","log(nonFP_species_richness + 1)","log(PH_avg)","log(secchi_avg)","log(shoreline_development)","log(surfacearea_ha)","log(TOTP_avg)","log(waterbodies_10km)","log(waterbodies_1km + 1)","df","logLik","AICc","delta","weight"
"2883",-7.0393547081025,NA,1.19082233450514,NA,NA,NA,NA,0.584804474136152,NA,-0.927078234344219,-1.09816499407675,NA,0.410369424839001,NA,NA,6,-57.9374620943938,128.377918200764,3.47065955408611,0.00091823056538183
"2884",-6.94985492671388,0.967423852157165,1.20815537309686,NA,NA,NA,NA,0.380855980578416,NA,-1.01406561781263,-1.14164453898321,NA,0.369015868289499,NA,NA,7,-56.8569727264607,128.388644248102,3.48138560142449,0.0009133192546354
"2068",103.066527792484,0.773925256830227,1.22418788070224,NA,NA,-25.5263630303135,NA,NA,NA,NA,NA,NA,0.569311054855994,NA,NA,5,-59.0194953484414,128.396133554026,3.48887490734812,0.000909905586473736
"6151",-3.09321356085219,NA,1.19120252070998,0.277393138710313,NA,NA,NA,NA,NA,NA,NA,NA,0.477612568304814,-0.958615187428267,NA,5,-59.0226089280296,128.402360713202,3.49510206652452,0.000907076928922879
"14340",-3.12835444984834,0.825280415373729,1.28958855099505,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.516216637795198,-0.856672299444656,-0.518772494517808,6,-57.9511547431314,128.405303498239,3.49804485156132,0.000905743244143573
"4368",108.335785952428,1.19289691570001,1.41332475495904,0.22932183453909,-30.2189746988339,NA,NA,NA,NA,-1.09549717720817,NA,NA,NA,-1.25771927891516,NA,7,-56.8715560216405,128.417810838462,3.51055219178416,0.000900096698906904
"2060",79.1757754578458,0.814523956226877,1.11216631843569,NA,-22.8342347513956,NA,NA,NA,NA,NA,NA,NA,0.537908955225742,NA,NA,5,-59.0382213005732,128.433585458289,3.52632681161172,0.000893025281180987
"10628",-4.91681044111891,1.06403279480263,1.21008637569368,NA,NA,NA,NA,NA,-0.761020955200302,-0.844414799582631,NA,NA,0.361896182065047,NA,-0.523561470594918,7,-56.8841070768257,128.442912948832,3.53565430215453,0.00088887013555041
"10503",-6.40134689451657,NA,1.13872980958069,0.275188467215747,NA,NA,NA,NA,NA,-0.629220998790779,NA,NA,0.351464682236105,NA,-0.605077784786955,6,-57.9782989883842,128.459591988744,3.5523333420668,0.000881488208961509
"1795",-6.99323774475635,NA,1.18137132984034,NA,NA,NA,NA,NA,NA,-1.00935202351467,-1.37999342477996,0.139764672317422,NA,NA,NA,5,-59.0553129129474,128.467768683038,3.56051003636007,0.000877891735982092
"4387",-3.80917121617356,NA,1.21696563079258,NA,NA,NA,0.00216141853116397,NA,NA,-0.874551200750834,NA,NA,NA,-0.948420330419615,NA,5,-59.0623629161797,128.481868689502,3.57461004282472,0.000871724361953701
"4371",-3.66437521606772,NA,1.21650169873597,NA,NA,-0.0320668960495448,NA,NA,NA,-0.874506184485719,NA,NA,NA,-0.948532316644351,NA,5,-59.0624012462763,128.481945349695,3.57468670301789,0.00087169094931507
"8968",-8.17153354037748,1.16062311488014,1.33791751891336,0.280375079167834,NA,NA,NA,NA,NA,-1.04214004304164,-1.04749011214572,NA,NA,NA,-0.54293549894464,7,-56.9135103821134,128.501719559407,3.5944609127299,0.000863114915432573
"272",60.0568512208398,1.07467276875949,1.28421158441016,0.184596611291878,-18.3916998491111,NA,NA,NA,NA,-1.12895197005512,NA,NA,NA,NA,NA,6,-58.0001229674774,128.503239946931,3.59598130025331,0.000862459030189746
"4932",-4.81701957219622,1.10862863104436,1.40700310551047,NA,NA,NA,NA,0.250826947664228,NA,-1.17864065314953,-1.19695685655818,NA,NA,-0.980925261907,NA,7,-56.9144139057283,128.503526606637,3.59626795995972,0.000862335422922073
"2824",-6.66287812786356,1.1347096552619,1.15275152887833,0.22555825919739,NA,NA,NA,NA,NA,-0.854707715747437,-0.905984450052099,NA,0.31151458681331,NA,NA,7,-56.9172005883099,128.509099971801,3.601841325123,0.000859935712987352
"11524",-6.08737795632313,1.03479493423376,1.15786856459275,NA,NA,NA,NA,NA,NA,-0.868040982222296,NA,0.0169169226874165,0.366596817393648,NA,-0.534987206169908,7,-56.9209581239351,128.516615043051,3.6093563963734,0.000856710537061849
"10532",-6.00671368241483,1.07070958326449,1.14973570836701,NA,NA,NA,-0.0225937185834723,NA,NA,-0.851332324913608,NA,NA,0.360687468564775,NA,-0.524266933243052,7,-56.9220835333348,128.51886586185,3.61160721517284,0.000855746929298922
"392",-7.07073928748267,1.03906502174185,1.38116164862917,0.227127778796726,NA,NA,NA,NA,-1.04567051939132,-1.11309577112402,NA,NA,NA,NA,NA,6,-58.0140511740319,128.53109636004,3.62383771336233,0.000850529791969805
"8467",66.4015721832603,NA,1.25802618485262,NA,NA,-17.2183140910902,NA,NA,NA,-0.899088085183467,NA,NA,NA,NA,-0.54329689597737,5,-59.0903029815142,128.537748820171,3.63049017349361,0.000847705434040176
"8459",49.1502988841965,NA,1.19204974217497,NA,-15.0961214693427,NA,NA,NA,NA,-0.886779031829465,NA,NA,NA,NA,-0.529442266271168,5,-59.0974562140673,128.552055285277,3.64479663859983,0.000841663236320942
"1288",-8.49076444034546,1.15279382306387,1.28408413440442,0.224454826507588,NA,NA,NA,NA,NA,-1.06290601812083,NA,-0.0596794014217819,NA,NA,NA,6,-58.0248600783034,128.552714168583,3.64545552190539,0.000841386003061882
"6407",-3.18123935752778,NA,1.1489594386452,0.254327676854283,NA,NA,NA,NA,NA,-0.63735411855047,NA,NA,0.332985576142555,-0.925690239339792,NA,6,-58.0349167653455,128.572827542667,3.66556889598955,0.000832966852684902
"2180",-4.23280401582979,0.771637696370104,1.21814215167139,NA,NA,NA,NA,NA,-1.16353334516918,NA,NA,NA,0.537435592494713,NA,NA,5,-59.1079492546797,128.573041366502,3.66578271982461,0.000832877803361747
"6152",-3.33883564371668,0.834075806817435,1.30890795170741,0.28599460845608,NA,NA,NA,NA,NA,NA,NA,NA,0.511120380503855,-1.07247598224215,NA,6,-58.04412098142,128.591235974816,3.68397732813851,0.00082533522125994
"8579",-5.8616272837928,NA,1.25485837605987,NA,NA,NA,NA,NA,-0.823252168234928,-0.886750597596481,NA,NA,NA,NA,-0.521805920754722,5,-59.1172987311801,128.591740319503,3.68448167282547,0.000825127120782734
"10248",-6.78317178355041,0.768762438753382,1.25367467936183,0.285428278888604,NA,NA,NA,NA,NA,NA,NA,NA,0.539790258735363,NA,-0.656590263082193,6,-58.0444279768099,128.591849965596,3.68459131891821,0.000825081886040295
"4099",-4.38524012058036,NA,1.37768728478449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.07994357759032,NA,3,-61.2266810388355,128.594538548259,3.68727990158168,0.000823973480789625
"284",204.935771049596,1.08656207391245,1.33608913231157,NA,-31.1756308476037,-22.6520041336083,NA,NA,NA,-1.12466837899699,NA,NA,NA,NA,NA,6,-58.0551492886401,128.613292589256,3.70603394257866,0.000816283176987908
"2828",92.9332872456481,1.19304817108998,1.10654379991534,NA,-26.5449262719942,NA,NA,NA,NA,-0.854975600328633,-0.942228565554685,NA,0.300335093385066,NA,NA,7,-56.9738293442105,128.622357483602,3.71509883692416,0.000812591788441368
"280",38.6075242372612,1.03885368992785,1.33890330622937,0.213718059859427,NA,-11.0582590999779,NA,NA,NA,-1.13018805533942,NA,NA,NA,NA,NA,6,-58.0617693910868,128.62653279415,3.71927414747218,0.000810897146438249
"10259",115.429975358812,NA,1.2171041793266,NA,NA,-28.2991544186469,NA,NA,NA,NA,NA,NA,0.524842824433356,NA,-0.609547601393904,5,-59.1422798623382,128.641702581819,3.73444393514161,0.000804769844514523
"11523",-5.80737655086108,NA,1.12384729366385,NA,NA,NA,NA,NA,NA,-0.796128120688002,NA,0.115669749558626,0.381128682892569,NA,-0.594009618562698,6,-58.0856378763551,128.674269764686,3.76701111800871,0.000791771418909892
"328",-8.65706364811492,1.03262716674104,1.30178423546917,0.211546276539411,NA,NA,NA,0.0238125909334597,NA,-1.14401852791038,NA,NA,NA,NA,NA,6,-58.0917843009797,128.686562613935,3.77930396725783,0.000786919780951163
"296",-8.54796179007833,1.04720210490103,1.29279600913717,0.211647058366193,NA,NA,-0.00846125600162901,NA,NA,-1.13174699583145,NA,NA,NA,NA,NA,6,-58.0927106005189,128.688415213014,3.78115656633632,0.000786191195017148
"14600",-3.90542913609721,1.11262565515772,1.32122458625388,0.308218008395946,NA,NA,NA,NA,NA,-0.845610737265403,NA,NA,0.336729119309937,-0.949530092746109,-0.517748668333439,8,-55.9097058768922,128.692139026512,3.78488037983415,0.000784728742223063
"8483",-7.14489472372389,NA,1.19870558802491,NA,NA,NA,0.00769825412365383,NA,NA,-0.895727016127791,NA,NA,NA,NA,-0.52946424028212,5,-59.1680418785318,128.693226614206,3.78596796752886,0.000784302127566924
"5892",-4.00608534565998,1.12807144796844,1.34614417997669,NA,NA,NA,NA,NA,NA,-1.09799393093453,-1.15401961827234,0.0508693018958501,NA,-1.00133487232203,NA,7,-57.0105046999508,128.695708195082,3.78844954840481,0.000783329576477376
"10755",-5.28101309518447,NA,1.10850134345076,NA,NA,NA,NA,NA,NA,NA,-0.666322273603604,NA,0.457646249064106,NA,-0.567290313843469,5,-59.1761801830442,128.709503223231,3.80224457655366,0.000777945140656979
"2116",-5.73076089811705,0.816194244854048,1.1047456292283,NA,NA,NA,NA,-0.083020468754237,NA,NA,NA,NA,0.520996577828132,NA,NA,5,-59.1783501733181,128.713843203779,3.80658455710146,0.0007762588375605
"4996",-3.05382689606292,1.19685547834083,1.3880308047,NA,NA,NA,NA,NA,-0.661188193540346,-1.03961242413398,-0.977979519834181,NA,NA,-0.984605635020923,NA,7,-57.0215736770371,128.717846149255,3.81058750257741,0.000774706730427699
"2084",-5.84111709488738,0.779849819448695,1.11905109615655,NA,NA,NA,-0.0373686451121532,NA,NA,NA,NA,NA,0.542032207781513,NA,NA,5,-59.1874633475835,128.73206955231,3.8248109056323,0.000769216791929969
"4900",-3.8340901291272,1.21986065295963,1.32668037787064,NA,NA,NA,-0.0482372991818713,NA,NA,-1.0529685839652,-0.980909597973787,NA,NA,-1.00021174759068,NA,7,-57.0332498456577,128.741198486496,3.83393983981863,0.00076571372808752
"4488",-3.41620562960259,1.12650831344519,1.49864910275451,0.285111586241593,NA,NA,NA,NA,-0.946995615873634,-1.07678206881874,NA,NA,NA,-1.15475489989084,NA,7,-57.0342632777098,128.7432253506,3.83596670392267,0.000764938122331054
"775",-7.46740854141622,NA,1.17981699114382,0.205442339531136,NA,NA,NA,NA,NA,-0.844631657330197,-0.84923306210888,NA,NA,NA,NA,5,-59.1930895899405,128.743322037024,3.83606339034627,0.000764901143659232
"12612",-4.94484140582339,1.04633062749207,1.43346994317225,NA,NA,NA,NA,0.142661798274116,NA,-1.17771232934908,NA,NA,NA,-0.973790558436711,-0.465710106390183,7,-57.037173938523,128.749046672227,3.84178802554912,0.000762714884029737
"1292",78.011093064693,1.16971932131331,1.23700275872036,NA,-23.0285158554335,NA,NA,NA,NA,-1.0760457767921,NA,-0.0451115995415067,NA,NA,NA,6,-58.1336126026415,128.770219217259,3.86296057058151,0.000754683164410444
"12676",-3.3672559203846,1.11184917138893,1.44575168852016,NA,NA,NA,NA,NA,-0.736274057712075,-1.08788026630511,NA,NA,NA,-0.969957406564723,-0.442051804578645,7,-57.0483610237967,128.771420842774,3.86416219609664,0.000754229877321312
"396",77.0880527323632,1.0832928879949,1.30515343016501,NA,-22.5150370609087,NA,NA,NA,-0.729824096682991,-1.11556404302816,NA,NA,NA,NA,NA,6,-58.134886779519,128.772767571014,3.86550892433657,0.000753722176936516
"4884",-13.833571927862,1.20452870436552,1.32643586812066,NA,NA,2.31158032027551,NA,NA,NA,-1.05120586481261,-0.985591563951293,NA,NA,-1.00142344530352,NA,7,-57.0507074469703,128.776113689121,3.86885504244377,0.000752462209518341
"2836",86.2574946859265,1.12203386854427,1.18789339056196,NA,NA,-21.5845408172572,NA,NA,NA,-0.841268059565036,-0.875027855545701,NA,0.341436362670002,NA,NA,7,-57.0550652148717,128.784829224924,3.87757057824662,0.000749190288169434
"12551",-4.88463605724961,NA,1.34480604655238,0.300828066911565,NA,NA,NA,NA,NA,-0.852349850788655,NA,NA,NA,-0.914728241551363,-0.542468676751364,6,-58.14781499058,128.798623993136,3.8913653464585,0.000744040615036123
"7427",-2.70947275762006,NA,1.13482304958446,NA,NA,NA,NA,NA,NA,-0.786340447564675,NA,0.0999105163042728,0.354462472648459,-0.9058285954581,NA,6,-58.1482156199036,128.799425251783,3.89216660510569,0.000743742590250515
"332",82.8683604317328,1.04368579836977,1.27613870911031,NA,-24.4449435219294,NA,NA,0.090919439650688,NA,-1.17487589820707,NA,NA,NA,NA,NA,6,-58.1512841721972,128.805562356371,3.89830370969294,0.000741463875185538
"12580",-4.26389356415668,1.12674831155499,1.37708488478732,NA,NA,NA,-0.0496053231285772,NA,NA,-1.10035684681204,NA,NA,NA,-0.982592149291911,-0.43782793209184,7,-57.0673838230827,128.809466441346,3.90220779466851,0.000740017917942152
"5384",-4.7568796887151,1.19445030364197,1.40914939802473,0.28025555139111,NA,NA,NA,NA,NA,-1.0567788596159,NA,-0.0353566386075099,NA,-1.1420245337142,NA,7,-57.0722078516875,128.819114498556,3.9118558518782,0.000736456647080422
"10307",-6.11073837673027,NA,1.19094924008355,NA,NA,NA,NA,0.193863189843559,NA,NA,NA,NA,0.551693719448315,NA,-0.626602006305306,5,-59.2336932934975,128.824529444138,3.91727079746029,0.00073446540757644
"6156",123.338420655468,0.913802016853809,1.23707799200076,NA,-33.7121135160159,NA,NA,NA,NA,NA,NA,NA,0.504347221240124,-1.10500752157041,NA,6,-58.1609895249448,128.824973061866,3.91771441518803,0.000734302514705043
"9028",-8.32879672571637,1.02963816848266,1.38411971611771,NA,NA,NA,NA,0.318420476634088,NA,-1.19687758056594,-1.30667330634329,NA,NA,NA,-0.52426229495664,7,-57.0793267086283,128.833352212437,3.92609356575976,0.000731232534484212
"4376",-36.4208943944545,1.13928567929045,1.39458284626108,0.278664224403212,NA,7.45197237383942,NA,NA,NA,-1.09816774762013,NA,NA,NA,-1.20353207693416,NA,7,-57.083328823242,128.841356441665,3.93409779498724,0.000728311906314539
"4428",137.205349028767,1.14915839140486,1.40125246753664,NA,-37.9145783518055,NA,NA,0.122281284893299,NA,-1.16384208141336,NA,NA,NA,-1.22847129565474,NA,7,-57.0842762773424,128.843251349865,3.93599270318792,0.000727622191000969
"12564",-7.08880080949723,1.11309673467211,1.38240273046249,NA,NA,0.625600482729831,NA,NA,NA,-1.09995999532531,NA,NA,NA,-0.978078938305096,-0.441473689489095,7,-57.0866213187869,128.847941432754,3.94068278607692,0.000725917885921186
"13572",-4.42945840840458,1.11627317112047,1.38366034917045,NA,NA,NA,NA,NA,NA,-1.09734448236323,NA,-0.00213039738919292,NA,-0.97343158649892,-0.44104059019519,7,-57.0866277147096,128.8479542246,3.94069557792243,0.000725913243021311
"300",79.5980646033776,1.08782845033126,1.24695221038829,NA,-23.4794020622539,NA,-0.000558658064928151,NA,NA,-1.12770972977078,NA,NA,NA,NA,NA,6,-58.1734160458041,128.849826103584,3.94256745690679,0.000725234149993835
"8972",96.2602194216527,1.21138318942315,1.27047123377734,NA,-27.783935933234,NA,NA,NA,NA,-1.0311971150424,-1.1086675496038,NA,NA,NA,-0.464406325375688,7,-57.0879378959734,128.850574587128,3.94331594044998,0.000724962787861409
"2332",260.978909583476,1.1107652979896,1.22557288160781,NA,-33.3998224412623,-33.4075088238567,NA,NA,NA,-0.846965515666705,NA,NA,0.396379125107816,NA,NA,7,-57.0882674080451,128.851233611271,3.94397496459335,0.000724723943224542
"4424",-4.86727653899019,1.11599434094294,1.42894785446661,0.272510076455714,NA,NA,NA,0.0355826398844861,NA,-1.11475688760808,NA,NA,NA,-1.16172963735519,NA,7,-57.0932360414467,128.861170878074,3.95391223139653,0.000721131986580828
"4392",-4.69318213533115,1.13807014967918,1.41525949624127,0.271371940948881,NA,NA,-0.015808446929076,NA,NA,-1.09681486635327,NA,NA,NA,-1.16189594700386,NA,7,-57.0943962852183,128.863491365617,3.95623271893975,0.000720295782878765
"4492",129.621366958036,1.20041169104571,1.4024566064817,NA,-35.5739607610996,NA,NA,NA,-0.515941956127804,-1.09040161081829,NA,NA,NA,-1.21030002700314,NA,7,-57.1044105791686,128.883519953518,3.97626130684044,0.000713118526735683
"10756",-5.71850521427904,0.834607646219188,1.19220884798395,NA,NA,NA,NA,NA,NA,NA,-0.828053436880875,NA,0.489567472784474,NA,-0.567774976236893,6,-58.1967731692784,128.896540350533,3.98928170385535,0.000708491062765489
"5388",131.801079313909,1.2422209035149,1.35476746228812,NA,-36.3529389369627,NA,NA,NA,NA,-1.07669318163058,NA,-0.0211260460138693,NA,-1.20785587280473,NA,7,-57.1136962102815,128.902091215744,3.99483256906622,0.000706527419809075
"10515",106.602421881874,NA,1.16180207674128,NA,NA,-26.2357993208548,NA,NA,NA,-0.631921342900482,NA,NA,0.379000790865053,NA,-0.555275579676672,6,-58.1998419507679,128.902677913512,3.99541926683436,0.000706320191175539
"4380",153.078227700515,1.20199287211423,1.37433077183412,NA,-37.4240971153021,-4.07175427800414,NA,NA,NA,-1.09883227134675,NA,NA,NA,-1.19484519641522,NA,7,-57.118777583132,128.912253961445,4.00499531476713,0.000702946396522477
"6659",-2.39874404871635,NA,1.11212869101418,NA,NA,NA,NA,NA,NA,NA,-0.639644251748299,NA,0.445925726554653,-0.83649808593414,NA,5,-59.2788634042437,128.91486966563,4.0076110189526,0.000702027647531557
"4396",133.057110544127,1.20398654302184,1.36124848150284,NA,-36.6950088818654,NA,0.00278179728122669,NA,NA,-1.09987198792447,NA,NA,NA,-1.21809865845037,NA,7,-57.122426798732,128.919552392645,4.01229374596706,0.00070038586836749
"2375",-7.44194923614765,NA,1.18759572525562,0.174946735142447,NA,NA,NA,0.418449305752592,NA,-0.869725176466929,NA,NA,0.438341869553637,NA,NA,6,-58.2181057152955,128.939205442567,4.0319467958894,0.000693537213497633
"3844",-6.00288211631356,1.0502754331274,1.12136237589325,NA,NA,NA,NA,NA,NA,-0.902237684874259,-1.02133812548083,0.0513627730320445,0.318078085067413,NA,NA,7,-57.134778927144,128.944256649469,4.03699800279112,0.000691787823580427
"6155",81.9166240601057,NA,1.11528434036866,NA,-22.5655792793703,NA,NA,NA,NA,NA,NA,NA,0.466466930539125,-0.954804261281814,NA,5,-59.2957549926103,128.948652842364,4.04139419568598,0.00069026887722991
"2948",-4.88404203162285,1.12072415982691,1.16801953549145,NA,NA,NA,NA,NA,-0.73286422374079,-0.848170197869702,-0.851338299562927,NA,0.313212133309012,NA,NA,7,-57.1370141201453,128.948727035471,4.04146838879375,0.000690243271108265
"8195",-8.18892594082449,NA,1.3578704849609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.588656860987009,3,-61.4041195726098,128.949415615808,4.04215696913029,0.000690005668040854
"10251",47.2742218286619,NA,1.10105969228149,NA,-14.1468046287013,NA,NA,NA,NA,NA,NA,NA,0.48782435622158,NA,-0.579544609342873,5,-59.2982865630551,128.953715983253,4.04645733657547,0.000688523622990502
"6660",-2.7386789878571,0.869729799853898,1.22871592069414,NA,NA,NA,NA,NA,NA,NA,-0.770196786215229,NA,0.474951394502203,-0.910818937040146,NA,6,-58.2266939661978,128.956381944372,4.04912329769401,0.000687606445811938
"2328",82.4630659591686,1.04654585638657,1.22552250435561,0.211068720173194,NA,-20.9011024802338,NA,NA,NA,-0.854618331545832,NA,NA,0.390815813678802,NA,NA,7,-57.1431922416497,128.96108327848,4.05382463180256,0.00068599201023712
"10371",-4.17909512509069,NA,1.17297474787099,NA,NA,NA,NA,NA,-0.85592563578173,NA,NA,NA,0.490041534748773,NA,-0.5729447517451,5,-59.3125672450713,128.982277347286,4.07501870060797,0.000678760911077124
"2380",88.9584836944391,0.973021840223406,1.18038325505679,NA,-25.7455869400402,NA,NA,0.279259190117416,NA,-0.982159275227237,NA,NA,0.412604103575919,NA,NA,7,-57.1541224628309,128.982943720843,4.07568507416495,0.000678534794587401
"2376",-7.3456028518967,0.954186812537143,1.19992481453874,0.194044059099246,NA,NA,NA,0.204215616811432,NA,-0.953616274056284,NA,NA,0.404172361571892,NA,NA,7,-57.1546852595459,128.984069314273,4.07681066759504,0.000678153024873411
"10260",120.186667161409,0.790021934770059,1.30743106534488,NA,NA,-29.5226532293059,NA,NA,NA,NA,NA,NA,0.571589821965969,NA,-0.614901144035268,6,-58.2448949102879,128.992783832552,4.08552518587423,0.000675204564675192
"2379",70.9305372000763,NA,1.17157547853703,NA,-20.9474521955251,NA,NA,0.487868502951041,NA,-0.901272613399414,NA,NA,0.442941469735134,NA,NA,6,-58.2483792392815,128.999752490539,4.0924938438615,0.000672856023754517
"6411",75.3263066538574,NA,1.08834102905147,NA,-20.8419088592455,NA,NA,NA,NA,-0.649184840941129,NA,NA,0.320090496559906,-0.934533231539565,NA,6,-58.24875085949,129.000495730956,4.09323708427856,0.000672606023314147
"1412",-6.73690850502072,1.11516333049755,1.30427590530135,NA,NA,NA,NA,NA,-0.735055144829388,-1.07039081895243,NA,-0.0414003733605057,NA,NA,NA,6,-58.2500642529014,129.003122517779,4.09586387110132,0.000671723206864231
"1348",-8.22776106216064,1.10019049567374,1.2792353175057,NA,NA,NA,NA,0.128946005226728,NA,-1.12281441756687,NA,-0.0657902729180554,NA,NA,NA,6,-58.2506061129771,129.00420623793,4.09694759125269,0.000671359325471823
