"","(Intercept)","boatlaunch","COND_avg","dist_waterfowl","latitude","longitude","nearest_LM","nonFP_species_richness","PH_avg","secchi_avg","shoreline_development","surfacearea_ha","TOTP_avg","waterbodies_10km","waterbodies_1km","df","logLik","AICc","delta","weight"
"14636",-2.74330391275203,-0.0873490286848725,3.68191420859474,NA,-3.03024109937159,NA,2.70542689837326,NA,NA,-3.16665806475813,NA,NA,3.21574952846768,1.48403685543717,-1.65544430567246,9,-80.5849097729071,180.267380521424,4.01739163994458,0.00200122844316463
"15659",-2.72459401524853,NA,3.68314969361589,NA,-3.01277604074021,NA,2.69861602470018,NA,NA,-3.14283851324989,NA,-0.125941023066277,3.1997286076882,1.49149674243177,-1.63991469303785,9,-80.5880796613762,180.273720298362,4.02373141688281,0.00199489481594797
"14735",-3.18207206390741,NA,2.98801859912919,1.78494464906655,-2.11594802425542,NA,NA,NA,0.940821723215765,-2.7247377684916,NA,NA,3.58150904772303,1.16555805301001,-2.1024510996577,9,-80.5930455695087,180.283652114627,4.03366323314791,0.00198501290818845
"11119",-3.60604843616099,NA,4.23984072731468,1.96808463509252,-2.88846822357078,NA,2.52150844777596,-0.017127560476998,NA,-3.01135105769894,0.711380545782628,NA,3.17914509365949,NA,-1.81687735784414,10,-79.4681865159849,180.286066283504,4.03607740202426,0.00198261827555004
"6443",-2.95679027934121,NA,3.72155262362367,NA,-3.10915836293317,NA,3.00614135779422,NA,NA,-3.47633835353306,NA,NA,2.99591564686568,0.965603638986153,NA,7,-82.8073606831033,180.289420161387,4.039431279908,0.00197929633188374
"11039",-3.14789742046072,NA,3.15908919364109,2.11125207498084,-1.89102940632323,0.873029326930291,NA,NA,NA,-2.81563098328537,0.726165219870997,NA,3.39875029345572,NA,-1.97675887726033,9,-80.5986354596036,180.294831894817,4.04484301333767,0.00197394785921092
"8507",-0.83759291847575,NA,4.02814774358338,NA,-2.99162339061685,0.787097868226798,2.86220103811516,NA,NA,-4.21527837325962,NA,NA,NA,NA,-1.31494427426066,7,-82.8479602981184,180.370619391417,4.12063050993808,0.00190054707433636
"10683",-2.57871695378997,NA,3.05131658433456,NA,-3.21001311744996,0.534117777105573,2.80791244910252,NA,1.55579699981434,-3.32380828151368,NA,NA,2.81555904984779,NA,-1.38057158973294,9,-80.6392130404417,180.375987056493,4.12599817501373,0.00189545316291879
"14671",-3.21939494748039,NA,3.5542455621681,1.79241134412069,-2.10984074179935,NA,NA,0.0814662196989254,NA,-3.00221933712561,NA,NA,3.6568870326387,1.19453584652676,-2.14688238980275,9,-80.6527817801701,180.40312453595,4.15313565447065,0.00186990795236798
"303",-1.95901034127019,NA,4.66229986090032,1.29838971504189,-3.11785907148012,NA,3.16693665281567,NA,NA,-4.3341358891614,NA,NA,NA,NA,NA,6,-83.9780961583709,180.459186328718,4.20919744723855,0.00181822056256332
"10591",-3.02672824628836,NA,3.348156981487,1.99508973954177,-2.00636586816365,0.913384768116595,NA,0.0923989810415657,NA,-3.13039148532498,NA,NA,3.29000661673152,NA,-1.94861774681697,9,-80.6846413609432,180.466843697496,4.21685481601691,0.00181127247937573
"14351",-4.69512921802733,NA,3.52481063526064,1.9276144537633,-2.08213386183946,NA,NA,NA,NA,NA,NA,NA,4.64335748994807,1.20530146378297,-2.23235463066988,7,-82.9129058309037,180.500510456988,4.25052157550883,0.00178103783150571
"11179",-2.71710277020253,NA,3.25827003243342,NA,-3.32797927338543,NA,2.83042301882758,NA,1.69919247262578,-3.27586642433339,0.466008141125363,NA,3.00439373116726,NA,-1.44952973379182,9,-80.7168142681027,180.531189511815,4.28120063033575,0.0017539260256274
"10655",-2.89857624992332,NA,2.84745837538045,1.99115299770065,-2.01469216926094,0.809083653040147,NA,NA,0.805976603895705,-2.79878563000251,NA,NA,3.226519828876,NA,-1.90562218701623,9,-80.7195369438555,180.536634863321,4.28664598184139,0.00174915714876384
"14783",-4.35646469835035,NA,3.46838819452956,1.76242063062992,-2.88798327343741,0.536252670153327,2.74866019869165,NA,1.26243630570737,-3.2470417180547,NA,NA,3.18038702177298,1.09140077764324,-1.87770520986867,11,-78.4693845458865,180.568398721403,4.31840983992319,0.00172159659573004
"10731",-2.68619271580251,NA,3.38494051625679,NA,-3.38172368562644,NA,2.73557983673974,0.0659600204611352,1.73878901511817,-3.48999911096909,NA,NA,2.96468804265498,NA,-1.45841908468712,9,-80.7387688097352,180.57509859508,4.32510971360091,0.00171583900503927
"10635",-1.29541015182451,NA,2.50681594962844,NA,-2.40997837442957,NA,NA,NA,1.29573786710536,-2.8156609065767,NA,NA,3.13194094568195,NA,-1.60913023559376,7,-82.9502256255753,180.575150046331,4.32516116485206,0.00171579486457525
"10415",-5.46917190103367,NA,3.853736197509,1.92090552610753,-3.0379312720411,NA,2.30101318563341,NA,1.3227324175329,NA,NA,NA,4.3086977935515,NA,-1.9014785540442,8,-81.8687948845711,180.61031704187,4.36032816039017,0.00168588888577962
"10608",-3.38993662441126,-0.163031092506032,4.33760152763607,1.87737663522052,-2.9305553886748,NA,2.47208596917325,0.0434248197244819,NA,-3.08601274342432,NA,NA,3.05496494412915,NA,-1.78536277411005,10,-79.6340585695817,180.617810390697,4.36782150921775,0.00167958422715353
"15279",-4.53186468507602,NA,3.65080923988725,1.74417309526606,-3.00733673992027,NA,2.77881182161235,NA,1.40514221917293,-3.2464027772197,0.52687031115307,NA,3.39724895969556,1.17031793680307,-1.95833644108554,11,-78.5039148102005,180.637459250031,4.38747036855136,0.00166316406149754
"14608",-2.97897053174329,-0.0801972428847093,3.36098892648129,1.85076895694863,-2.02919587392044,NA,NA,NA,NA,-2.64028316738552,NA,NA,3.55545546340837,1.21096094354995,-2.12531267928852,9,-80.7754376799487,180.648436335507,4.39844745402786,0.00165406071935898
"11568",-3.30397887972338,-0.149316700314866,4.2752021606882,1.90990227238706,-2.95191914397641,NA,2.54477460265303,NA,NA,-3.01269561866536,NA,0.135502412924966,3.01806821962413,NA,-1.7777589126191,10,-79.6558245530375,180.661342357609,4.41135347612948,0.00164342141196192
"15631",-2.96460156241678,NA,3.36636621981612,1.84201477379204,-2.03910323285599,NA,NA,NA,NA,-2.67093386399791,NA,-0.0252556192912073,3.55299779221783,1.20911271386169,-2.11540781064788,9,-80.786185507437,180.669931990484,4.41994310900432,0.00163637835381519
"8639",-2.421043660329,NA,4.02972256916843,1.77758859191954,-2.94426369316414,0.863986496328944,2.96399360213314,NA,1.13264705470287,-4.30464903063913,NA,NA,NA,NA,-1.59666455385197,9,-80.786959413176,180.671479801962,4.42149092048246,0.00163511244112761
"11691",-2.47737993479331,NA,3.21978494094726,NA,-3.3263132672615,NA,2.86326048344625,NA,1.76360364863604,-3.13961530744478,NA,-0.190112122441263,2.84718654819896,NA,-1.38518700019797,9,-80.8004803500064,180.698521675623,4.44853279414326,0.00161315297988821
"10523",-1.15026717630106,NA,2.6815415706855,NA,-2.13848354427825,0.698897473299864,NA,NA,NA,-2.84379112336735,NA,NA,3.03420551104265,NA,-1.57367727685491,7,-83.0119597766094,180.6986183484,4.44862946692018,0.00161307500778359
"11631",-3.32163974849212,NA,4.32133890744261,1.8704539559669,-2.94212651885473,NA,2.47640640234232,0.0289662162734429,NA,-3.1065332679562,NA,-0.0312624606800345,3.03078164194486,NA,-1.76583756393258,10,-79.6747050432601,180.699103338054,4.44911445657462,0.00161268389286187
"10303",-5.3148082666593,NA,4.0064933370595,2.07941890727124,-2.68100671030779,0.695208313773516,2.06637693065564,NA,NA,NA,NA,NA,4.21561052303705,NA,-1.90494363206587,8,-81.9214286257965,180.71558452432,4.4655956428409,0.00159944902751401
"11311",-4.6550043062109,NA,4.22505047716993,1.97264118329301,-2.70485811676383,NA,2.14297929617969,NA,NA,NA,NA,-0.661983431645959,3.96957260753968,NA,-1.8352342188873,8,-81.9254633223248,180.723653917377,4.47366503589748,0.00159300873712083
"10668",-2.49572059716901,-0.0715009978721253,3.24677233155393,NA,-3.35283929612601,NA,2.86243019016923,NA,1.71734623024907,-3.20632277699814,NA,NA,2.87503825494754,NA,-1.41155343067678,9,-80.8150083234202,180.72757762245,4.47758874097073,0.00158988655252334
"6447",-3.78204787559028,NA,4.01799938332906,1.27315761520774,-2.96545391963291,NA,2.9429762477945,NA,NA,-3.37224016772643,NA,NA,2.99377545530332,0.721088620394608,NA,8,-81.9404634945785,180.753654261884,4.50366538040498,0.00156929165651334
"10571",-1.35282649017808,NA,3.30102708494882,NA,-2.40023801260873,NA,NA,0.117552292301298,NA,-3.19608771902973,NA,NA,3.23539574562472,NA,-1.66226247224671,7,-83.0447269128835,180.764152620948,4.51416373946833,0.00156107574513268
"10351",-4.49513709826998,NA,4.10513082679938,2.05430204263868,-2.84344063578118,NA,2.38028941877421,-0.113468708496203,NA,NA,NA,NA,3.93868358164041,NA,-1.83954421931058,8,-81.9580427676612,180.78881280805,4.53882392657033,0.00154194571504813
"11551",-2.73366126871466,NA,3.14637357029249,2.05452610296316,-1.92759537240026,0.894641570618184,NA,NA,NA,-2.74626585619581,NA,-0.0347759421561366,3.18150006563559,NA,-1.90846152544765,9,-80.8557165514184,180.808994078446,4.55900519696715,0.00152646474112903
"10528",-2.73939741477915,-0.0192245216164736,3.14935641184924,2.0563518795844,-1.93197113641931,0.88951212670365,NA,NA,NA,-2.75571314369799,NA,NA,3.18810307099862,NA,-1.91456561578771,9,-80.8558485662159,180.809258108041,4.55926922656212,0.00152626323849631
"11151",-3.05080492188533,NA,3.12633984214579,1.95282337504352,-2.18724551958282,NA,NA,NA,0.993532396606293,-2.77171248971386,0.73618878984634,NA,3.5288105769502,NA,-1.97785460438292,9,-80.8614644965702,180.82048996875,4.5705010872708,0.00151771587361384
"12607",-2.39004597033726,NA,4.38918150240446,1.78517053921265,-2.73956709521985,0.863602563440757,2.85863638052069,NA,NA,-4.27713061064659,NA,NA,NA,0.711709990750265,-1.72239952344965,9,-80.8627031491561,180.822967273922,4.57297839244265,0.00151583711472728
"14768",-4.32131466952114,-0.141397324679782,3.62416570660707,1.70368761460662,-3.02213963660559,NA,2.82412083231561,NA,1.4303667871029,-3.10921934850863,NA,NA,3.27465819320562,1.23900754387676,-1.91866558274132,11,-78.6017442790437,180.833118187717,4.58312930623762,0.00150816303997952
"14831",-4.3681161734586,NA,3.68774826933118,1.67396636155991,-3.05024752780574,NA,2.75476055947574,0.0302804551121831,1.44259120246518,-3.31099217663055,NA,NA,3.31783334626033,1.22618124644675,-1.9325764745992,11,-78.6182586364049,180.866146902439,4.61615802096003,0.0014834612252717
"15791",-4.28699208705694,NA,3.60623654243437,1.67845370140281,-3.00704782823508,NA,2.81438013763211,NA,1.46834519422628,-3.09440843636077,NA,-0.162464430318856,3.25177689281983,1.24546539863258,-1.89229156329353,11,-78.6193718095555,180.868373248741,4.61838436726134,0.00148181079484354
"10288",-4.93779353605135,-0.357789640069144,4.27785312483551,2.02464324667344,-2.81549468244211,NA,2.18861175436403,NA,NA,NA,NA,NA,4.14357142489114,NA,-1.93318376047771,8,-82.0088322996812,180.89039187209,4.64040299061028,0.00146558655071189
"10271",-4.46966718052336,NA,3.37401775260657,2.12468188955163,-1.9926264972569,0.757432925398304,NA,NA,NA,NA,NA,NA,4.31586153393592,NA,-2.02331558742129,7,-83.1187210594428,180.912140914066,4.66215203258693,0.00144973534236194
"15167",-4.27262613209739,NA,3.85045995490135,1.90008070002934,-2.65403722369809,0.669528793948965,2.51861578566403,NA,NA,-3.20807698409639,0.538608736292769,NA,3.27467546694245,1.03410290793009,-1.9455123873487,11,-78.6514799546899,180.932589539009,4.68260065753014,0.00143498831280636
"3371",-2.29821236639021,NA,3.7637211965519,NA,-3.1144622269383,NA,2.93246812208214,NA,NA,-3.22289553855818,NA,-0.288456677793465,2.72107857176921,NA,NA,7,-83.1436512132224,180.962001221625,4.71201234014609,0.00141404001112457
"12719",-2.47004293452375,NA,4.30882569996916,1.59050096111334,-3.14215035841405,NA,3.11152735103554,NA,1.34189080931459,-4.35317291973019,NA,NA,NA,0.89451319048466,-1.76296854543764,9,-80.941682775593,180.980926526796,4.73093764531632,0.00140072255038231
"10703",-2.95303658971683,NA,3.28462796522424,1.82260121369016,-2.31672447171941,NA,NA,0.093699325079092,1.11926660764252,-3.08199675610229,NA,NA,3.42952064340707,NA,-1.94791411188484,9,-80.9487964449128,180.995153865435,4.74516498395604,0.00139079363074597
"8479",-1.05336607829939,NA,3.62367515911218,1.90367876377996,-1.8842741920268,0.997746031637806,NA,NA,NA,-3.84456765232812,NA,NA,NA,NA,-1.82984223743614,7,-83.1611768758423,180.997052546865,4.74706366538589,0.00138947392025281
"11019",-1.23262671524351,NA,2.99398704486791,NA,-2.27702888614152,NA,NA,NA,NA,-2.79020321996669,0.586987604805385,NA,3.26582024334949,NA,-1.64325672194686,7,-83.1623796138853,180.999458022951,4.74946914147208,0.001387803751698
"2859",-2.50025075904263,NA,3.79569057857151,NA,-3.15638970487302,NA,2.91683037195175,NA,NA,-3.3965765915465,0.257425451877656,NA,2.84117439734985,NA,NA,7,-83.1673555289518,181.009409853084,4.75942097160492,0.00138091531046294
"10799",-5.34583348443168,NA,4.30793634578424,2.03236253095912,-2.834815465568,NA,2.08345821020552,NA,NA,NA,0.580045132974733,NA,4.45007754837598,NA,-1.96789612492225,8,-82.0874079586957,181.047543190119,4.79755430863943,0.00135483527576142
"11199",-4.2129037631604,NA,3.51488449955978,1.94653922157823,-2.8834493483789,0.700419432199463,2.64770706047665,NA,1.24629798426292,-3.26270608758902,0.607819202063697,NA,3.10579169319157,NA,-1.76381196786283,11,-78.7118497783066,181.053329186243,4.80334030476351,0.0013509214040756
"2348",-2.36882096763604,-0.0840543451164982,3.78502856105747,NA,-3.16258349663862,NA,2.9461022167561,NA,NA,-3.33779956516817,NA,NA,2.76424504243415,NA,NA,7,-83.189731627747,181.054162050675,4.80417316919542,0.00135035895400101
"319",-2.47363848717862,NA,4.20947080376877,1.44143078733195,-2.83116455165664,1.08527977788846,3.14113831668388,NA,NA,-4.4238778602454,NA,NA,NA,NA,NA,7,-83.1928417692989,181.060382333778,4.81039345229914,0.00134616567074063
"2863",-3.6126356129019,NA,4.10180950499619,1.39891298435662,-2.99257355230944,NA,2.86938179845985,NA,NA,-3.32531462893649,0.332406936985428,NA,2.94462198591686,NA,NA,8,-82.0944096189714,181.06154651067,4.81155762919067,0.00134538231127197
"3375",-3.35679849918226,NA,4.06434300937378,1.38372708818905,-2.95337450008565,NA,2.88089553865173,NA,NA,-3.14621555588556,NA,-0.284305815029345,2.79976208856651,NA,NA,8,-82.0956021995664,181.06393167186,4.81394279038065,0.00134377879078847
"2411",-2.39328749950348,NA,3.8195125552314,NA,-3.17562822655356,NA,2.91005460199608,0.0100412322551144,NA,-3.41857130028716,NA,NA,2.7808908579671,NA,NA,7,-83.2006037636343,181.075906322449,4.82591744096999,0.00133575718797987
"11279",-3.76774428783918,NA,3.60874369795623,2.02286690148506,-2.02983333307999,NA,NA,NA,NA,NA,NA,-0.629559388051701,4.09149546447867,NA,-1.9609589736425,7,-83.2089184540908,181.092535703362,4.84254682188302,0.00132469682590085
"9535",-2.14009993789183,NA,4.33215961929981,1.85671045769614,-2.69670577254092,1.0057073725084,2.78395398292085,NA,NA,-4.02586128883843,NA,-0.272890851108713,NA,NA,-1.57570239714835,9,-81.0010764757916,181.099713927193,4.8497250457136,0.00131995086273003
"12047",-2.88769595187768,NA,3.49746637394273,2.03206676084126,-2.01304957774193,NA,NA,NA,NA,-2.49396741910933,0.98864691993064,-0.401656105153725,3.49647836248719,NA,-1.96440681229537,9,-81.0050806973279,181.107722370266,4.85773348878627,0.00131467605485615
"2352",-3.44283740807478,-0.124324580031518,4.08445992332548,1.39432969752151,-2.99875569713274,NA,2.91017084443758,NA,NA,-3.23732593675438,NA,NA,2.84533092095323,NA,NA,8,-82.1245499664407,181.121827205609,4.87183832412939,0.00130543702724841
"9023",-2.24189508553126,NA,4.3846005615422,1.88060672632972,-2.74496520478938,0.975464078651907,2.78330937348331,NA,NA,-4.25953175926722,0.256330663706664,NA,NA,NA,-1.63936428758014,9,-81.0163570650728,181.130275105755,4.88028622427603,0.00129993455568517
"10283",-3.60689412681971,NA,3.79781051680082,NA,-3.05363384128881,NA,2.18046700890977,NA,NA,NA,NA,NA,4.12036762344471,NA,-1.59348965659822,6,-84.3179422675933,181.138878547163,4.88888966568325,0.00129435461058098
"2415",-3.35756182754941,NA,4.05676935305953,1.40295131976769,-3.01100350710954,NA,2.92385100341577,-0.023543280458178,NA,-3.21766563560306,NA,NA,2.81035947330701,NA,NA,8,-82.1414137860892,181.155554844906,4.90556596342628,0.00128360695917304
"9515",-0.535029322370134,NA,4.38144964242864,NA,-3.13861552587092,NA,2.88029783138974,NA,NA,-3.9875955833235,NA,-0.216784653965504,NA,NA,-1.34132466748606,7,-83.2424746124339,181.159648020048,4.90965913856914,0.001280982631498
"14656",-4.04027784012805,-0.104094332292445,3.849336732438,1.85354420404967,-2.67567051309655,0.658962830421923,2.56587197525858,NA,NA,-3.10094317222797,NA,NA,3.14940960586347,1.10409087842937,-1.90245564974284,11,-78.7712058853336,181.172041400297,4.92205251881745,0.00127306932255975
"8512",-2.15500249793632,-0.0761712807460246,4.37121487176713,1.86449766029052,-2.75302381612092,0.970767867106718,2.7946126667605,NA,NA,-4.15495300429025,NA,NA,NA,NA,-1.61462656613108,9,-81.0404717983127,181.178504572235,4.92851569075589,0.00126896192986992
"14719",-4.08208661645069,NA,3.89690477074253,1.83300125533121,-2.69502497257558,0.67896327114213,2.50435538352777,0.0266820138016033,NA,-3.26547626741325,NA,NA,3.18109740025247,1.08510952148496,-1.91455369597515,11,-78.7760066671765,181.181642963983,4.9316540825032,0.00126697224155937
"11024",-2.87077758417824,-0.147736926514387,3.52540097249145,2.04383150145664,-2.08283439828234,NA,NA,NA,NA,-2.64777816254558,0.820171215412323,NA,3.51084695591445,NA,-2.01422020627677,9,-81.0443143261569,181.186189627924,4.9362007464442,0.00126409526445793
"11087",-2.90603889912733,NA,3.64092388213103,1.98403959432936,-2.1548188888594,NA,NA,0.0457762981904151,NA,-2.88950568540811,0.64977377664068,NA,3.5258255952054,NA,-2.00338849245305,9,-81.0447197287701,181.18700043315,4.93701155167054,0.00126358290079823
"8575",-2.1240491470894,NA,4.35385490040222,1.87025084942468,-2.76084569386821,0.975425922773533,2.80868622467618,-0.0129787535162236,NA,-4.15042505666872,NA,NA,NA,NA,-1.60404272994274,9,-81.0470540746881,181.191669124986,4.94168024350662,0.00126063670127392
"15679",-4.01344625094751,NA,3.84152806223702,1.84281710949835,-2.66673679331211,0.681759618998112,2.55459225906134,NA,NA,-3.11156604750382,NA,-0.089848146265887,3.13140153435063,1.09959328331084,-1.88577457627163,11,-78.7840956009293,181.197820831488,4.94783195000895,0.00125676512503033
"11067",-2.32109459021174,NA,3.49490012797677,NA,-2.93996721099904,0.670406322677696,2.57737066827412,NA,NA,-3.2537020463188,0.447261889227856,NA,2.89918656412221,NA,-1.41786353803445,9,-81.0522102052435,181.201981386097,4.95199250461744,0.00125415342253853
"9003",-0.590196989563939,NA,4.41177691462054,NA,-3.17818108796545,NA,2.87397598364892,NA,NA,-4.15331057774295,0.127288201350878,NA,NA,NA,-1.3794255950683,7,-83.2664849398065,181.207668674794,4.9576797933143,0.0012505921221821
"8492",-0.554309281373923,-0.0665621693704613,4.39796095280192,NA,-3.17613888646124,NA,2.88286839331383,NA,NA,-4.08459593878242,NA,NA,NA,NA,-1.36886909340717,7,-83.2671425435177,181.208983882216,4.95899500073679,0.00124976999850671
"315",-1.3542108770691,NA,3.96335978045165,NA,-3.03021651829828,0.912808429183518,3.1640346002206,NA,NA,-4.43471846011312,NA,NA,NA,NA,NA,6,-84.3541222742456,181.211238560467,4.961249678988,0.00124836187775333
"8555",-0.580907299521561,NA,4.44479808369077,NA,-3.19006485695555,NA,2.85156602243922,0.015429051534454,NA,-4.19119173502099,NA,NA,NA,NA,-1.38146503251691,7,-83.2703818744991,181.215462544179,4.96547366269954,0.00124572812984052
"10619",-2.29950378799293,NA,3.63210676614516,NA,-2.98209015331135,0.703356813044035,2.48305817592237,0.0671707935817969,NA,-3.48171146659733,NA,NA,2.85231749516797,NA,-1.42903030038039,9,-81.0648604922725,181.227281960155,4.9772930786755,0.00123838795088062
"427",-1.53970099522157,NA,3.88869282463177,NA,-3.47990164491743,NA,3.41684710717345,NA,1.56675544825884,-4.49589165127711,NA,NA,NA,NA,NA,6,-84.363541452767,181.23007691751,4.98008803603068,0.00123665853881438
"10767",-4.5212495341747,NA,3.69557653045429,2.07410793442384,-2.15819721017608,NA,NA,NA,NA,NA,0.668711667299193,NA,4.59205231238472,NA,-2.07741835594591,7,-83.2894055701422,181.253509935465,5.00352105398582,0.00122225376953255
"14779",-3.28404210421699,NA,3.04610854585561,NA,-3.15967571997523,0.342932626047151,2.89086623865672,NA,1.52430629029981,-3.36387897185257,NA,NA,3.16529063185483,1.3544897754784,-1.61172222536296,10,-79.9591735856237,181.268040422781,5.01805154130184,0.00121340597768506
"10383",-4.37238088790993,NA,3.30517312706147,1.97082015239375,-2.25270711829034,NA,NA,NA,0.958304457139958,NA,NA,NA,4.394194001432,NA,-2.02224662885696,7,-83.30226247733,181.279223749841,5.02923486836133,0.001206639954026
"14731",-2.02685118801592,NA,2.4109004586069,NA,-2.28846516689805,NA,NA,NA,1.1712926175703,-2.83069787498923,NA,NA,3.4979176167552,1.36033727970536,-1.82758742602735,8,-82.2048668999781,181.282461072684,5.03247219120419,0.00120468839236774
"14827",-3.41776215325367,NA,3.27889011102261,NA,-3.26959702328247,NA,2.81389096792385,0.0573467084854147,1.64835054819657,-3.53767206416885,NA,NA,3.28710041171539,1.40929498814356,-1.68208537497518,10,-79.9679865719276,181.285666395389,5.03567751390966,0.0012027592311482
"15275",-3.40560284726123,NA,3.17004695759959,NA,-3.23343516049988,NA,2.89810504140979,NA,1.61526613204705,-3.35313617029045,0.357036615094793,NA,3.2961697118991,1.39572352505697,-1.66742703919524,10,-79.9682225115016,181.286138274537,5.03614939305768,0.00120247548612222
"6571",-3.48902327307953,NA,3.22064519826633,NA,-3.33979862848493,NA,3.24657105112934,NA,1.61545486739148,-3.57703284015477,NA,NA,3.02164906333802,0.893282079432917,NA,8,-82.2077375444604,181.288202361648,5.03821348016876,0.0012012351192125
"2319",-2.47801709587818,NA,3.14846152567846,1.44391999666841,-2.07341601106122,NA,NA,NA,NA,-2.8634972178138,NA,NA,3.19383956306602,NA,NA,6,-84.4036798322332,181.310353676442,5.06036479496305,0.00118800405718814
"15787",-3.26706396287728,NA,3.12488867374902,NA,-3.19997901280847,NA,2.9382169675697,NA,1.69091227992556,-3.16661833864074,NA,-0.270076382665097,3.18202502387267,1.45167027822463,-1.60856899255533,10,-79.9851498960159,181.319993043565,5.07000416208615,0.00118229202970236
"15152",-4.19461668869769,-0.197159790851346,4.11253323871781,1.84985536369688,-2.78697909310695,NA,2.5715191387459,NA,NA,-3.03150296436768,0.619336215523749,NA,3.4086569786503,1.21200403995807,-2.00883841281555,11,-78.8541925542067,181.338014738043,5.08802585656369,0.00117168643130498
"10640",-2.64351211837531,-0.0595316475865886,3.09240164216203,1.89389422071946,-2.22358572404769,NA,NA,NA,1.04110844708027,-2.68006191301802,NA,NA,3.31091399816724,NA,-1.92019680609922,9,-81.121040887568,181.339642750746,5.08965386926633,0.00117073305918626
"16175",-4.17316355417962,NA,4.08568473376684,1.82001849159712,-2.7187535971572,NA,2.54277810328215,NA,NA,-2.93575677881362,0.751760657588563,-0.362402483281863,3.38777555077352,1.21814844692118,-1.96475953992005,11,-78.8576600566909,181.344949743011,5.09496086153209,0.00116763064148811
"11663",-2.6310495295966,NA,3.08620046138988,1.88536184294153,-2.22316166053115,NA,NA,NA,1.0557463864823,-2.67845156806987,NA,-0.0589281216331816,3.30240744415071,NA,-1.90693591898608,9,-81.1250795200478,181.347720015705,5.09773113422605,0.0011660144334394
"10751",-3.98968736672255,NA,3.55872768650096,1.86770624840396,-2.94233103755965,0.725711052921774,2.60780950862879,0.0389551853386239,1.28850472692847,-3.36925671008375,NA,NA,2.98734924734838,NA,-1.72510833225666,11,-78.8601860153029,181.350001660235,5.10001277875602,0.00116468497669355
"10508",-0.925343951271066,0.00234931338386313,3.00237873391935,NA,-2.30543072532167,NA,NA,NA,NA,-2.75647769896104,NA,NA,3.09224363461676,NA,-1.59926779113469,7,-83.3385005843128,181.351699963806,5.101711082327,0.00116369640215038
"11531",-0.925036887114959,NA,3.00179057616985,NA,-2.30446210432775,NA,NA,NA,NA,-2.75383434806004,NA,-0.00225310705324245,3.09175516085841,NA,-1.59915134390707,7,-83.3385073800971,181.351713555375,5.10172467389563,0.0011636884939475
"10256",-4.03317272588034,-0.291030265389143,3.65526308319754,2.05856786744561,-2.11880832387678,NA,NA,NA,NA,NA,NA,NA,4.27460840607374,NA,-2.05438983888907,7,-83.345013537209,181.364725869599,5.1147369881194,0.00115614192996259
"12715",-1.54766475609457,NA,3.87214437561517,NA,-3.33095765908805,NA,3.18767399379375,NA,1.56119975037138,-4.40601505539086,NA,NA,NA,1.04936331705726,-1.5287540945224,8,-82.2482614390447,181.369250150817,5.11926126933724,0.00115352953027488
"11711",-3.88057726538499,NA,3.46484715740294,1.88373199560898,-2.89939564166881,0.731194404686519,2.68217169988823,NA,1.30858008531847,-3.1291156087137,NA,-0.154509249422432,2.90722392693833,NA,-1.67766711736176,11,-78.873713401272,181.377056432174,5.12706755069433,0.00114903591754751
"14764",-3.27300215766296,-0.0956434009019542,3.15867310051268,NA,-3.24323524647104,NA,2.9323005641137,NA,1.62600297252107,-3.26841014639054,NA,NA,3.21570187903828,1.43323700851547,-1.64309411725836,10,-80.0148969742726,181.379487200079,5.12949831859959,0.00114764024604251
"10688",-3.90330109491895,-0.0844576272872051,3.49368717631369,1.89717917415743,-2.92214157165827,0.707501867057065,2.68722689381151,NA,1.27687205377869,-3.16566163718922,NA,NA,2.93637693087866,NA,-1.70372609268784,11,-78.8766750034691,181.382979636568,5.13299075508854,0.00114563796442591
"11579",-2.09206944368616,NA,3.48927545005381,NA,-2.94518296577834,0.696314907985766,2.6113516834728,NA,NA,-3.17618443698734,NA,-0.110572799623286,2.75043617982796,NA,-1.36238571176443,9,-81.143684304811,181.384929585232,5.13494070375239,0.00114452154114737
"14667",-2.0980443617166,NA,3.12912777764676,NA,-2.28893404652307,NA,NA,0.111278207002909,NA,-3.21230063206743,NA,NA,3.60620240902665,1.38669129402147,-1.87960482524822,8,-82.2591158001051,181.390958872938,5.14096999145823,0.00114107641184688
"2491",-3.06199309044119,NA,3.0271406809605,NA,-3.22993708997865,0.651959887439572,3.1231581876846,NA,1.49388235973931,-3.5868078973629,NA,NA,2.73592377476682,NA,NA,8,-82.2610634055756,181.394854083878,5.14486520239913,0.00113885620792742
"10556",-2.10718635086621,-0.0363153277879431,3.4998985942402,NA,-2.96512621489712,0.681941190311609,2.61137487469463,NA,NA,-3.2145931700104,NA,NA,2.76992809144365,NA,-1.3784017813099,9,-81.1493842214715,181.396329418553,5.14634053707343,0.00113801642068102
"12207",-4.1780317305342,NA,3.64575399439088,1.86091150498074,-2.97560153935531,NA,2.73487805816086,NA,1.60477843996345,-2.90029814633503,0.946027334579429,-0.52677756015559,3.20426001150001,NA,-1.73928585903272,11,-78.8845849612684,181.398799552166,5.14881067068706,0.00113661176197645
"8459",0.643549369516127,NA,3.57866589492117,NA,-2.29752160644285,NA,NA,NA,NA,-3.75690254621624,NA,NA,NA,NA,-1.57067563254548,5,-85.5336045638994,181.424351984942,5.17436310346224,0.00112218253588922
