"","(Intercept)","boatlaunch","log(COND_avg)","log(dist_waterfowl + 1)","log(latitude)","log(longitude)","log(nearest_SP)","log(nonFP_species_richness + 1)","log(PH_avg)","log(secchi_avg)","log(shoreline_development)","log(surfacearea_ha)","log(TOTP_avg)","log(waterbodies_10km)","log(waterbodies_1km + 1)","df","logLik","AICc","delta","weight"
"3226",-45.2222545219164,0.0485606585723676,NA,NA,-11.7653529720789,19.5247503707339,NA,NA,2.67104849155215,NA,NA,0.068105702945755,0.418916857823438,NA,NA,7,-77.5393822077835,169.753463210748,11.1341679727936,1.86834399392028e-05
"11867",46.8014439836907,NA,0.934991065786256,NA,-15.3278780090173,1.20533169080579,NA,0.164743127158442,NA,NA,-0.709744877955793,0.152964061698461,0.325533369298438,NA,-0.403113234594935,9,-75.3280784832051,169.75371794202,11.1344227040659,1.86810604625251e-05
"5992",-4.89510459056623,0.172383208986614,0.94437241902539,0.141745122960756,NA,NA,-0.208314318715429,0.24103021375514,NA,-0.817767157535548,-0.93982692100248,0.187944601907916,NA,-0.338424660334121,NA,10,-74.2024809898856,169.754655231305,11.1353599933508,1.86723077347439e-05
"4332",15.6705101455755,0.250932719972419,0.868774486211485,NA,-5.68623660442435,NA,-0.19017075743539,0.0491269975734406,0.737047935343251,NA,NA,NA,NA,-0.358902832884498,NA,8,-76.4410244051265,169.75477608298,11.1354808450261,1.86711794789965e-05
"700",-37.703564403986,0.305520264614036,0.798999091233606,NA,-1.31143677057632,8.48961131390952,-0.184145062128478,NA,0.66773976330183,NA,-0.412198065178151,NA,NA,NA,NA,8,-76.441505766488,169.755738805703,11.1364435677492,1.86621940574111e-05
"7181",50.3879265622793,NA,NA,0.094510111471228,-13.6267499010763,NA,NA,NA,NA,NA,NA,0.0851184172667457,0.486380289359895,0.00929400948334216,NA,6,-78.6268833697369,169.75676075145,11.1374655134958,1.86526606183635e-05
"16196",-5.56541169847362,0.0653352580938453,0.989554408630799,NA,NA,NA,NA,0.33078595122682,NA,-0.708605808021918,-0.9063509109768,0.203845108684248,0.223709287928801,-0.0775180779711,-0.386087917791317,10,-74.203552239744,169.756797731022,11.1375024930675,1.86523157378511e-05
"636",-48.2183125942757,0.250617828993948,0.870614564186922,NA,-1.15569891545464,10.9744713629821,-0.188394120720985,0.101791181408035,NA,NA,-0.474331549361772,NA,NA,NA,NA,8,-76.4421286399847,169.756984552697,11.1376893147425,1.8650573490791e-05
"1496",-67.9120774166337,0.163255782529761,0.905016065141123,0.141132586728165,NA,14.0227446691094,NA,0.182690268379548,0.623980515256761,-0.743082773340685,NA,0.113291647270956,NA,NA,NA,9,-75.3297197166849,169.75700040898,11.1377051710254,1.86504256269923e-05
"5595",-36.3555603960066,NA,0.898555888089157,NA,-8.59377212823298,14.4921894276884,NA,0.244950681004592,0.793763784827234,-0.761736153433429,NA,0.13313117338138,NA,-0.419104891744462,NA,9,-75.3299544570352,169.75746988968,11.138174651726,1.8646048133354e-05
"13132",38.7519724492664,0.312734028436252,1.04173167520805,NA,-12.090776911743,NA,NA,0.431476982663524,NA,-0.682732947090267,-0.601489925333337,NA,NA,-0.14904163971778,-0.333016043692864,9,-75.3305244188545,169.758609813319,11.1393145753646,1.86354236259072e-05
"8253",-233.529037553549,NA,NA,0.145655298171671,9.51412121189427,45.9790967842313,-0.331550354501409,NA,NA,NA,NA,NA,NA,NA,-0.352208385500862,6,-78.6281741807412,169.759342373459,11.1400471355044,1.86285990915604e-05
"11065",-162.85793207272,NA,NA,NA,12.7366497154136,27.0089137313479,-0.326803346299119,NA,NA,-0.350254655389497,0.168344837200828,NA,0.312083442260326,NA,-0.318476090649789,8,-76.4434923405206,169.759711953768,11.1404167158144,1.86251570278868e-05
"13991",-5.67999262341509,NA,0.993117057961834,0.209479862054242,NA,NA,-0.218655514120741,NA,0.294421070336621,NA,-0.618321010841825,0.129188358610766,NA,-0.231518603509778,-0.489030211026118,9,-75.3317395633084,169.761040102227,11.1417448642724,1.86127926469806e-05
"3289",-45.8142974450896,NA,NA,NA,-11.6246385973963,19.5483871567913,NA,0.00149890741485454,2.65150630023466,NA,NA,0.0727001467906969,0.41849268331046,NA,NA,7,-77.543201247804,169.761101290789,11.1418060528347,1.86122232106809e-05
"3146",52.9797955634019,-0.0106235480488122,NA,NA,-14.215932487216,NA,NA,-0.128491503548967,NA,NA,NA,0.111244529857833,0.454532515231061,NA,NA,6,-78.6293140261734,169.761622064323,11.1423268263688,1.86073774649628e-05
"7241",52.8415554891423,NA,NA,NA,-14.1875583588552,NA,NA,-0.129511941226253,NA,NA,NA,0.110387679002359,0.454867375906644,0.00883876813501125,NA,6,-78.6294143935089,169.761822798994,11.1425275610398,1.86055099857841e-05
"11959",-17.3283671692446,NA,0.783196631560968,0.211528773300852,NA,2.98255436841462,-0.262925632914594,NA,0.302313230083708,NA,-0.42541619546486,0.173709780961065,0.354554620802796,NA,-0.533093381824606,10,-74.2060681202916,169.761829492117,11.1425342541628,1.86054477214049e-05
"15919",-0.396109346289579,NA,0.829040515599946,0.215221455418106,-0.909378525560368,NA,-0.264427993294909,NA,NA,NA,-0.419914596431588,0.177496708075182,0.352053572980718,-0.110906929706562,-0.524062588510361,10,-74.206461397268,169.76261604607,11.1433208081156,1.85981320658143e-05
"1761",-5.21753825064656,NA,NA,NA,NA,NA,-0.259601910391214,-0.18654549148796,2.52658034282692,NA,-0.605329548607582,0.0744847309705781,NA,NA,NA,6,-78.6302413877371,169.76347678745,11.144181549496,1.85901296969962e-05
"10581",-163.598904406236,NA,NA,0.121848847901182,NA,37.9402841112917,NA,0.258900608973436,NA,-0.50033193840911,NA,NA,0.32968823835414,NA,-0.261910260065251,7,-77.5444914732742,169.763681741729,11.1443865037751,1.8588224731291e-05
"3392",-63.5110097561194,0.210836855278063,0.703947563554985,0.162597263698976,4.69806120508421,9.76231842719704,-0.242459020151063,NA,NA,-0.551474070171803,NA,0.172237546187238,0.268501473552912,NA,NA,10,-74.207259688621,169.764212628776,11.1449173908215,1.85832912622353e-05
"10905",-53.2273411227558,NA,NA,NA,-7.95839562978133,18.0345591762921,NA,NA,2.88121560643988,NA,-0.0985476973741276,NA,0.36511804961063,NA,-0.242989287497725,7,-77.5449733411544,169.76464547749,11.1453502395354,1.85792698205591e-05
"4731",-60.3469436665602,NA,0.869121107388862,NA,-0.914215751210224,13.862286549609,-0.185550113307032,0.16057578804527,NA,NA,-0.377206537898654,NA,NA,-0.319460243515751,NA,8,-76.4465144483293,169.765756169386,11.1464609314316,1.85689547628229e-05
"3512",-37.0547520088681,0.217474843326556,0.688734683222792,0.153207277138097,NA,7.57839173496355,-0.238101121616127,NA,0.267058007685002,-0.549336720731681,NA,0.171252824423301,0.269806543679558,NA,NA,10,-74.2081343284347,169.765961908403,11.146666670449,1.8567044681816e-05
"15666",-124.803314591793,0.0953426867226408,NA,NA,NA,29.2558566942227,-0.356971810110031,NA,NA,-0.59313115457325,NA,0.193948731444934,0.362907846054616,-0.0485513391688338,-0.399084847047421,9,-75.3342445548715,169.766050085353,11.1467548473987,1.8566226107179e-05
"4018",-103.170251479262,0.147977913814556,NA,NA,NA,23.4199822697994,-0.290127690411004,NA,1.57827207455174,-0.584047441458763,-0.626640855406572,0.18947063424338,0.328931329151327,NA,NA,9,-75.3344162091425,169.766393393895,11.1470981559406,1.85630394086851e-05
"8309",-174.29609112393,NA,NA,0.134769868913254,NA,40.4697425501146,-0.319873343606692,-0.0712800446075441,NA,NA,NA,NA,NA,NA,-0.33801953507741,6,-78.6318133723259,169.766620756628,11.1473255186737,1.85609292569419e-05
"2710",-106.520109275117,0.167086295969658,NA,0.131146745328238,NA,23.5122430775281,NA,NA,2.75751667933781,NA,-0.172154238463499,NA,0.385907860604978,NA,NA,7,-77.5460102382697,169.76671927172,11.147424033766,1.85600150136301e-05
"11578",-133.798136328586,0.0936103656447546,NA,NA,2.21594753226162,29.3856694253612,-0.357853995485182,NA,NA,-0.592605408382925,NA,0.192511404649157,0.3643785325371,NA,-0.404316011115912,9,-75.3347761059982,169.767113187606,11.1478179496521,1.85563598312205e-05
"11951",-0.663964753897647,NA,0.792147507174074,0.209320800142262,-1.06509091368198,NA,-0.262556441717258,NA,0.332656246993059,NA,-0.430399220807923,0.174143364729906,0.355860003486431,NA,-0.535000771221021,10,-74.2087467038245,169.767186659183,11.1478914212286,1.85556781612358e-05
"5525",-166.686265653373,NA,NA,0.110049847343092,NA,37.7451688394562,NA,NA,2.47070109355551,-0.743054895816505,NA,0.108938008519203,NA,-0.359645873785813,NA,7,-77.5463869392736,169.767472673728,11.1481774357739,1.85530247540425e-05
"5421",24.377511324359,NA,NA,0.0647623645922272,-6.58514047810646,NA,-0.330799504325318,NA,NA,-0.808376376831033,NA,0.130451756649303,NA,-0.198426014289188,NA,7,-77.5464890867051,169.767676968591,11.1483817306368,1.85511297070065e-05
"11024",-14.0487218338571,0.43180065972903,0.882085239424339,0.206700448849257,2.33657049003026,NA,NA,NA,NA,-0.358959538583477,-0.0925333268891388,NA,0.185295791971996,NA,-0.35419921259069,9,-75.3354702532663,169.768501482142,11.1492062441883,1.85434834543054e-05
"12341",-190.282866944144,NA,NA,0.136330375335868,NA,44.3154738150031,-0.326608645400497,NA,NA,NA,NA,NA,NA,-0.166781384488718,-0.328827016701001,6,-78.6332737673969,169.76954154677,11.1502463088158,1.85338427506554e-05
"11814",0.634134470809032,-0.0243580313207419,NA,0.141071842941881,NA,NA,-0.370299671052419,NA,NA,NA,-0.341745562089428,0.13439516708276,0.508437849772969,NA,-0.381402021585905,8,-76.4485168272404,169.769760927208,11.1504656892539,1.85318098808791e-05
"13871",6.16644216269418,NA,1.01314906269687,0.206678071951825,-3.05325648003572,NA,-0.219400856345121,NA,NA,NA,-0.634572375351996,0.13479891742259,NA,-0.233625877921167,-0.488358893955372,9,-75.3361591153901,169.76987920639,11.1505839684358,1.85307139496303e-05
"15017",8.49872344738934,NA,NA,NA,-3.41908021024881,NA,-0.299455057195814,NA,2.45267977670036,NA,0.0368786723637889,NA,0.405201224752401,0.0462600271271216,-0.3550306824427,8,-76.448727305477,169.770181883681,11.150886645727,1.85279097486761e-05
"11916",49.6591129622503,0.108329788963285,0.832106795729192,NA,-14.9458553060632,NA,NA,NA,0.867282084511483,NA,-0.645693299559488,0.160313556243966,0.304245348544444,NA,-0.390622388602976,9,-75.3363913850271,169.770343745664,11.1510485077097,1.85264103272482e-05
"3989",-122.580883684569,NA,NA,0.112708132824936,NA,27.4997130048962,NA,NA,2.17156308058137,-0.564661789898497,-0.675036443058443,0.175993759070083,0.302166103643681,NA,NA,8,-76.4489018191752,169.770530911078,11.1512356731236,1.85246766567422e-05
"8113",-108.61736988296,NA,NA,NA,NA,24.860120488315,-0.289085278757925,NA,1.55666101957798,-0.576231060653419,-0.602967540387752,0.203343666532114,0.322620022399859,-0.179708501704484,NA,9,-75.3369090097142,169.771378995038,11.1520837570841,1.85168230814099e-05
"12625",-194.961671496298,NA,NA,NA,NA,45.2578394339588,NA,0.176907320493777,NA,-0.704972021620268,NA,NA,NA,-0.135409057661274,-0.218362373864197,6,-78.6356245383689,169.774243088714,11.1549478507598,1.84903251011718e-05
"4843",18.0064011615101,NA,0.856687455819427,NA,-6.41942292208751,NA,-0.178735916477833,0.159952795297835,0.813188538859721,NA,-0.408531437452056,NA,NA,-0.28990153839788,NA,8,-76.4508099134007,169.774347099529,11.1550518615745,1.84893635292867e-05
"14489",-55.1526695176237,NA,NA,NA,-7.87241906505592,18.4294816324272,NA,NA,2.87729930953486,NA,NA,NA,0.369683974357641,-0.0277876665120738,-0.244011662495612,7,-77.5501536701987,169.775006135578,11.1557108976239,1.84832719544353e-05
"10893",35.9021924855528,NA,NA,0.125367063522868,-11.3397642525229,NA,NA,NA,3.20940043195965,NA,-0.0818696452322071,NA,0.395881585092061,NA,-0.273737156952568,7,-77.5502257177615,169.775150230704,11.1558549927497,1.84819403277074e-05
"13927",-5.25582902815106,NA,1.01635303393597,0.211507821170489,NA,NA,-0.220988283005932,0.00156953856858342,NA,NA,-0.622272239580554,0.131682130054136,NA,-0.22894396047759,-0.488996753280754,9,-75.3392669884075,169.776094952425,11.1567997144705,1.84732122440367e-05
"11839",-23.573271341696,NA,0.803929270006842,0.214625636086946,0.844753045639131,3.81261181575685,-0.265860003972735,NA,NA,NA,-0.426777174798089,0.176463656312001,0.354234326240155,NA,-0.53333458817482,10,-74.2134537232865,169.776600698107,11.1573054601526,1.84685414609558e-05
"2624",-77.5239351919387,0.3510887781267,0.712147346765027,0.194248275967556,9.08694043742491,9.240523423285,-0.231026399389139,NA,NA,NA,-0.0774783976799481,NA,0.303390775542655,NA,NA,9,-75.3395244386765,169.776609852963,11.1573146150086,1.84684569227305e-05
"7003",-46.315325645797,NA,0.882345097771128,NA,-5.84952540664535,14.6919067606844,NA,0.513451166371167,NA,-0.557799590408014,-0.454446189987192,NA,0.210761934223855,-0.198559570038221,NA,9,-75.3398676298093,169.777296235228,11.1580009972743,1.84621197995618e-05
"7842",-3.48451490916276,0.0670740615744063,NA,NA,NA,NA,-0.295570476904403,NA,2.20517966366722,NA,-0.396233374323159,0.100454393896766,0.458704747239707,-0.0517717991160652,NA,8,-76.4529016536492,169.778530580026,11.1592353420715,1.84507290042056e-05
"15591",-4.87394293037727,NA,0.820307526393803,0.216036899642681,NA,NA,-0.272056308156787,0.138877112257056,0.468805441628241,NA,NA,0.124107775166933,0.385211786059892,-0.119759520288025,-0.542611561380939,10,-74.2151297843034,169.779952820141,11.1606575821864,1.84376129848206e-05
"2262",-110.727245858252,0.119933065991332,NA,0.129982705202212,NA,24.4615351452535,NA,0.0501760589252575,2.76589460007965,NA,NA,NA,0.40576520181306,NA,NA,7,-77.5531541883175,169.781007171816,11.1617119338615,1.84278956823413e-05
"5999",31.1848040544023,NA,0.93694713056667,0.121181391676225,-9.67416193005429,NA,-0.201000335522722,0.280126199983613,NA,-0.82275961776179,-1.00483706984185,0.207693945181239,NA,-0.344465021562159,NA,10,-74.2157173554595,169.781127962453,11.1618327244987,1.8426782757319e-05
"2773",-111.850601303937,NA,NA,0.125182111936597,NA,24.7117649475048,NA,0.101527548461186,2.78768975427964,NA,-0.209076769858513,NA,0.398855082524506,NA,NA,7,-77.5533056418812,169.781310078943,11.162014840989,1.84251049232087e-05
"11496",-5.27844394230387,0.0931291198918485,0.811161844911967,0.211417816411289,NA,NA,-0.27445901054911,0.133992058037121,0.477894270258695,NA,NA,0.114444850059968,0.389734311172675,NA,-0.551483446558518,10,-74.2158110267069,169.781315304947,11.1620200669934,1.84250567784322e-05
"5477",-0.12902391299537,NA,NA,0.0786971036635431,NA,NA,-0.330501668412757,-0.0482791232898223,NA,-0.79158104854525,NA,0.133220894850115,NA,-0.188867597814867,NA,7,-77.5534351092978,169.781569013776,11.1622737758222,1.84227196268864e-05
"14477",34.7656933622242,NA,NA,0.126724059362242,-11.0557901683061,NA,NA,NA,3.20087102375171,NA,NA,NA,0.401171896753566,0.0187692773157724,-0.280177466393198,7,-77.5539117495956,169.782522294372,11.1632270564178,1.84139407086763e-05
"3810",-3.66250769823149,0.0644620794951022,NA,NA,NA,NA,-0.295109850919426,0.00388995086333936,2.19089247855761,NA,-0.406907777515066,0.100261096927843,0.460501039353935,NA,NA,8,-76.4556781531426,169.784083579013,11.1647883410584,1.83995716165656e-05
"7682",-0.430500372077681,-0.0775747271202225,NA,NA,NA,NA,NA,NA,NA,NA,-0.550335306277242,0.110845949570543,0.465651068201558,0.108969807866407,NA,6,-78.6410897770253,169.785173566027,11.1658783280726,1.83895467015066e-05
"8477",-231.460410223705,NA,NA,0.13512058298031,10.3103870166387,44.7046868602815,NA,NA,NA,-0.604696471561161,NA,NA,NA,NA,-0.230115474336152,6,-78.6414220484625,169.785838108901,11.1665428709469,1.83834373954258e-05
"16011",51.261901251199,NA,0.836496931949802,NA,-15.262967199703,NA,NA,NA,0.844648810661748,NA,-0.642553624576608,0.171785412004673,0.300046862922595,-0.104873803192658,-0.38474393919563,9,-75.3442171572454,169.785995290101,11.1667000521465,1.83819926868255e-05
"15479",-33.0836049775423,NA,0.830762152231686,0.220670159651176,NA,6.79004724233418,-0.274933196361484,0.137982040860249,NA,NA,NA,0.129833793795552,0.380993353469366,-0.143981871030114,-0.537048752631145,10,-74.2181979620471,169.786089175628,11.1667939376739,1.83811298055393e-05
"10886",-6.29574793937016,0.152145395080562,NA,0.137252310423266,NA,NA,NA,NA,3.18074100134511,NA,-0.116565393710204,NA,0.412003852138615,NA,-0.272093718667669,7,-77.5556964658934,169.786091726968,11.1667964890134,1.83811063573028e-05
"12048",28.10628692397,0.147218317278094,0.924464560269155,0.183277449465119,-8.99314994610842,NA,NA,NA,NA,-0.579032462354343,-0.780358364889196,0.239370023291834,0.204129751319328,NA,-0.425582497294828,10,-74.2182325433597,169.786158338253,11.1668631002989,1.83804941729356e-05
"6772",-45.3077101830968,0.256366130466126,0.751435821525365,NA,NA,9.77323167961878,-0.229055116074781,0.24614120060755,NA,NA,-0.232810703190587,NA,0.335737781349374,-0.200528244484047,NA,9,-75.3455698414732,169.788700658556,11.169405420602,1.83571444649311e-05
"2206",-84.1390645069812,0.158779225910804,NA,0.126249208360781,-4.46819525460061,22.1525733935074,NA,NA,2.78873903403542,NA,NA,NA,0.394587604821891,NA,NA,7,-77.5570932374264,169.788885270034,11.1695900320795,1.83554500733522e-05
"6357",-116.583728872686,NA,NA,0.136859028596199,NA,25.9342241447554,NA,0.0755315449301326,2.78540335508203,NA,NA,NA,0.398690086755389,-0.141272686461266,NA,7,-77.5572050464176,169.789108888016,11.1698136500618,1.83533978837262e-05
"15464",-4.13127483873106,0.093682358641766,0.856777140408052,0.218842690291913,NA,NA,-0.276739185047786,0.119219502561068,NA,NA,NA,0.123022154217556,0.382987460823887,-0.124177659656866,-0.537456361337381,10,-74.2203635032725,169.790420258079,11.1711250201245,1.83413677798692e-05
"5468",-49.2633769842876,0.163006652182527,0.954194822196666,NA,-7.20603479517486,16.5988938250897,NA,0.208807353313331,NA,-0.760131636858963,NA,0.129855424099361,NA,-0.423026954123491,NA,9,-75.3466529952631,169.790866966136,11.1715717281819,1.83372716189482e-05
"10438",-6.41439906656397,0.119699544540344,NA,0.13733986794417,NA,NA,NA,0.0346137632774659,3.20242869058708,NA,NA,NA,0.425925864079899,NA,-0.281909901394292,7,-77.5583703991603,169.791439593501,11.1721443555471,1.83320221587137e-05
"15673",-133.08476779209,NA,NA,NA,2.12102390113587,29.3375408002176,-0.356317159879216,NA,NA,-0.586313220395927,NA,0.201083885198951,0.362561025426843,-0.0408247833663749,-0.401246586982782,9,-75.3471531030786,169.791867181767,11.1725719438129,1.8328103298862e-05
"5044",-58.0073491515053,0.512616447729957,0.703080554825057,NA,NA,12.4457787778145,-0.201139249881503,NA,0.845786961743531,-0.533318985859475,-0.229858117718781,NA,NA,-0.322161226243327,NA,9,-75.3471812491139,169.791923473837,11.1726282358833,1.83275874426807e-05
"7905",-3.47210448384477,NA,NA,NA,NA,NA,-0.294833550421262,0.00914656801826775,2.18096512419156,NA,-0.403914514225812,0.105773286530123,0.458984523829788,-0.046950104230544,NA,8,-76.4597821696049,169.792291611937,11.172996373983,1.83242142115373e-05
"14649",-159.318965852205,NA,NA,NA,12.359592565874,26.5046016400355,-0.323147372556507,NA,NA,-0.343864433176757,NA,NA,0.305235964443126,0.0172455483817563,-0.310179420047095,8,-76.4599612718187,169.792649816365,11.1733545784105,1.83209325980885e-05
"11511",-24.8602326973011,NA,0.794877573175039,0.212694502929362,NA,4.59815365541691,-0.273601937434972,0.150111005157692,0.432307739701188,NA,NA,0.121847588235386,0.389336916998041,NA,-0.554373112880004,10,-74.2215100436825,169.792713338899,11.1734181009447,1.83203507112953e-05
"1225",56.2858433373541,NA,NA,NA,-17.005491391044,NA,NA,-0.217039433114997,3.18283068555537,NA,NA,0.0400654858710682,NA,NA,NA,5,-79.7184751954262,169.794093247995,11.1747980100411,1.83077148615796e-05
"5414",-0.213992178709818,0.0290528289426395,NA,0.0742407709870225,NA,NA,-0.333801946577846,NA,NA,-0.813859344279173,NA,0.123011029652486,NA,-0.186376023664002,NA,7,-77.5602144656663,169.795127726513,11.1758324885591,1.82982478412785e-05
"4297",57.150658731803,NA,NA,NA,-17.1372651618495,NA,NA,-0.148213946316082,3.36651974931042,NA,NA,NA,NA,-0.200719544559533,NA,5,-79.7190547255579,169.795252308259,11.1759570703045,1.82971080629515e-05
"853",-196.54330299216,NA,NA,0.0782788064102964,NA,45.4602327228024,NA,0.202193573054802,NA,-0.6891903046385,-0.453393437059852,NA,NA,NA,NA,6,-78.6465020686332,169.795998149243,11.1767029112884,1.82902859685395e-05
"16136",-4.9858331503422,0.147908246540783,0.948580400801771,0.202560888692118,NA,NA,NA,NA,NA,-0.57986462656611,-0.718428984826025,0.23145040220207,0.199056161453289,-0.155072308241473,-0.41193406918135,10,-74.2232904806387,169.796274212811,11.1769789748571,1.82877615019637e-05
"9784",-40.4392825614006,0.106805642549512,0.969379891174614,0.204550272696447,NA,8.05876704108612,-0.222566983139456,NA,NA,NA,-0.652538443660277,0.119630080617261,NA,NA,-0.503141437930613,9,-75.3494469745243,169.796454924658,11.1771596867042,1.82861091690334e-05
"12168",-6.2268361380671,0.153738414749184,0.89426060227862,0.194247180215538,NA,NA,NA,NA,0.503561576770986,-0.574400159989693,-0.723128805991827,0.224502800531977,0.205437398134563,NA,-0.42587196253529,10,-74.2236054225274,169.796904096589,11.1776088586344,1.8282002826688e-05
"706",-7.14935829351317,0.0987261878985855,NA,NA,NA,NA,NA,-0.149119827184668,3.2775312392897,NA,-0.469305563641637,NA,NA,NA,NA,5,-79.7200557181054,169.797254293354,11.1779590553995,1.82788019578053e-05
"14470",-6.44900239109849,0.1402046549035,NA,0.138141157091664,NA,NA,NA,NA,3.16426607589553,NA,NA,NA,0.418824548801424,0.0402305881251387,-0.28302545060836,7,-77.5619466236176,169.798592042416,11.1792968044619,1.82665798207089e-05
"11384",-27.1595990218856,0.0883632728992908,0.82542262447253,0.215261634686285,NA,5.29355216883896,-0.277957035651277,0.132805639483744,NA,NA,NA,0.120636315933632,0.387134568081751,NA,-0.549890012193377,10,-74.2252212904957,169.800135832525,11.1808405945711,1.82524853784956e-05
"5580",41.8631324920211,0.172947955348051,0.938172714469766,NA,-13.0632095375879,NA,NA,0.209219799605363,0.957744548273007,-0.756790751621769,NA,0.122678086699873,NA,-0.387971452132846,NA,9,-75.3513205784992,169.800202132608,11.1809068946541,1.82518803178767e-05
"9645",27.7133623400729,NA,NA,0.0877656924308839,-8.79807269275584,NA,-0.31238420179831,NA,2.28667945488848,-0.785339034656568,NA,0.135318360780012,NA,NA,-0.42982286581655,8,-76.4638295172697,169.800386307267,11.1810910693126,1.8250199628351e-05
"3573",-117.51728009373,NA,NA,0.103238198479338,NA,26.5718117369243,-0.300655708576724,0.180862986487025,1.68966792594494,-0.592550182611729,NA,0.135200164025824,0.375778723963318,NA,NA,9,-75.3515516403056,169.800664256221,11.1813690182668,1.82476634926331e-05
"11987",-26.0626330848088,NA,0.869370683800969,NA,NA,4.60286266609233,NA,0.158574914985186,0.800007274276715,NA,-0.620116857455328,0.129845033512353,0.323183124701943,NA,-0.39325155017918,9,-75.3521475393051,169.80185605422,11.1825608162658,1.82367929674043e-05
"5557",-157.095789064222,NA,NA,0.108658311551692,NA,35.9414582642887,-0.273914741994079,NA,1.85224380814579,-0.753798913793512,NA,0.131919305226505,NA,-0.412504677908487,NA,8,-76.464605617082,169.801938506891,11.1826432689371,1.82360411467539e-05
"4642",-0.467974109313247,-0.0349191091928808,NA,NA,NA,NA,-0.31708784679652,NA,NA,NA,-0.453586657674835,NA,NA,-0.0592151490180379,NA,5,-79.7225785648897,169.802299986922,11.1830047489681,1.82327454622342e-05
"12565",-186.174222770658,NA,NA,0.124439610350935,NA,43.2652224647892,NA,NA,NA,-0.591555434427652,NA,NA,NA,-0.173099224767209,-0.208897243026682,6,-78.6497069926584,169.802407997293,11.1831127593388,1.82317608260241e-05
"8537",-206.461703104062,NA,NA,NA,3.3132122112142,44.9389097763237,NA,0.17332728599057,NA,-0.70774594093804,NA,NA,NA,NA,-0.233192180059321,6,-78.6497400732755,169.802474158527,11.183178920573,1.82311577181011e-05
"12748",36.4635746761009,0.284208369921995,0.931134997732693,NA,-11.9684304731452,NA,NA,0.361305940182113,1.35616078938716,-0.688619210064609,NA,NA,NA,-0.219230540054612,-0.344009553828971,9,-75.3524578841108,169.802476743831,11.1831815058773,1.82311341515712e-05
"16143",30.1864103925579,NA,0.932608932370835,0.18861352037778,-9.39887826294835,NA,NA,NA,NA,-0.570182688752326,-0.763995926626879,0.253330441024616,0.200112898192623,-0.161842335309645,-0.417470752200322,10,-74.2266323220895,169.802957895713,11.1836626577586,1.82267487068609e-05
"2300",-18.7556137657101,0.238793038626748,0.673460565626852,NA,-2.68790065246455,5.41803276165379,-0.226046168272485,0.227443533917528,0.917654239355646,NA,NA,NA,0.360556842568306,NA,NA,9,-75.3527196965429,169.803000368696,11.1837051307415,1.82263616387779e-05
"10177",-6.63516231047689,NA,NA,NA,NA,NA,NA,0.0740114215045169,2.96224020415291,-0.815329131350568,-0.88047114701645,0.14869163078674,NA,NA,-0.272600099715505,7,-77.5644787159706,169.803656227122,11.1843609891677,1.82203856622497e-05
"3504",-8.29680321168108,0.214508992851382,0.713760504753701,0.152728739355298,0.948595053974903,NA,-0.239969426995415,NA,0.316497427426335,-0.546965755291845,NA,0.16942021568929,0.274079722945374,NA,NA,10,-74.2270585106664,169.803810272867,11.1845150349125,1.82189823298552e-05
"205",42.3072801676479,NA,NA,0.0715024911301277,-13.3575909011285,NA,NA,-0.168148844138668,3.2867594312007,NA,NA,NA,NA,NA,NA,5,-79.7234677601229,169.804078377389,11.1847831394345,1.8216540197771e-05
"12562",-185.055722326228,0.251732863832737,NA,NA,NA,43.0329374161555,NA,NA,NA,-0.651577452189997,NA,NA,NA,-0.147207860986182,-0.194631582974906,6,-78.6505839984464,169.804162008869,11.1848667709147,1.82157784755869e-05
"11931",59.9120441949073,NA,0.834672679980238,NA,-15.3954169233765,-1.99463213308441,NA,NA,0.852025678520421,NA,-0.658514853508442,0.172183265160694,0.30450460256698,NA,-0.397225046659145,9,-75.3534541561738,169.804469287957,11.1851740500033,1.82129800266644e-05
"11972",-6.46852892712801,0.062752935305111,0.884272308558518,NA,NA,NA,NA,0.146263897373492,0.847560011306683,NA,-0.612090670975228,0.125362740786306,0.324474732942806,NA,-0.394060707343108,9,-75.3539512455415,169.805463466693,11.1861682287386,1.8203928797761e-05
"12175",29.7108744365469,NA,0.876425177721349,0.180116100510186,-9.61534863075441,NA,NA,NA,0.517148925623718,-0.563517402302023,-0.769448502098299,0.246976310939326,0.206944473221256,NA,-0.432356224214008,10,-74.2279110656549,169.805515382844,11.1862201448894,1.82034562649375e-05
"4801",-6.77531751708603,NA,NA,NA,NA,NA,NA,-0.128600429025096,3.283217720351,NA,-0.427049226477608,NA,NA,-0.107606214500847,NA,5,-79.724244076448,169.805631010039,11.1863357720848,1.82024038880613e-05
"11503",-1.64152884085847,NA,0.808868172546049,0.210517665747993,-0.974582953043468,NA,-0.273391340292628,0.146601457435437,0.471909561266693,NA,NA,0.122463125633368,0.391215076893087,NA,-0.556734444966459,10,-74.2283674060807,169.806428063695,11.187132825741,1.81951511870701e-05
"12056",-35.3939027048397,0.148028847845811,0.905088521696591,0.197543085912474,NA,7.00612384740247,NA,NA,NA,-0.580457439806686,-0.736416125979396,0.231208127324626,0.200657630054677,NA,-0.420158063593327,10,-74.2288487426727,169.807390736879,11.188095498925,1.81863953024396e-05
