"","(Intercept)","boatlaunch","COND_avg","dist_waterfowl","latitude","longitude","nearest_W","nonFP_species_richness","PH_avg","secchi_avg","shoreline_development","surfacearea_ha","TOTP_avg","waterbodies_10km","waterbodies_1km","df","logLik","AICc","delta","weight"
"10508",-3.35655237936846,1.10572659976542,3.39771698843691,NA,-0.492972550944105,NA,NA,NA,NA,-3.06033275158397,NA,NA,2.39031106043687,NA,-1.00220028208021,7,-56.6618891525117,127.998477100204,3.28424228830379,0.000899515778725033
"3843",-3.42305944277718,NA,3.31413934665866,NA,NA,NA,NA,NA,NA,-3.11930409789914,-1.78422014673019,1.49299455482973,2.20203020322653,NA,NA,6,-57.7604837709444,128.023961553865,3.30972674196445,0.000888126660099995
"2179",-4.96282820816746,NA,3.40754079947162,NA,NA,NA,NA,NA,-0.819165498171316,NA,NA,NA,3.35504737686841,NA,NA,4,-59.8952187365469,128.027123863626,3.31288905172599,0.000886723503892611
"10247",-5.69679031234609,NA,3.56409826114137,1.14756220327456,NA,NA,NA,NA,NA,NA,NA,NA,3.35842025099502,NA,-1.27807305633081,5,-58.8354909591241,128.028124775391,3.31388996349065,0.000886279848923216
"4996",-1.33201931410029,1.21254598419286,4.13025442189222,NA,NA,NA,NA,NA,-0.384357155262425,-3.74673761685641,-1.35103384228596,NA,NA,-1.64839483588171,NA,7,-56.6833123005677,128.041323396316,3.32708858441572,0.000880450269801664
"11523",-3.88603205490727,NA,3.44518414197108,NA,NA,NA,NA,NA,NA,-3.00165575396326,NA,1.07653909282055,2.60564094360604,NA,-1.18956071381556,6,-57.7779953922082,128.058984796392,3.34474998449198,0.000872709506054723
"2828",-2.8594531487188,1.20583383654951,3.29117828877071,NA,-0.610986705399911,NA,NA,NA,NA,-3.09250307178614,-1.3046713235016,NA,1.96828540588487,NA,NA,7,-56.6927293056146,128.06015740641,3.34592259450946,0.00087219798206934
"4387",-1.92971986946705,NA,3.67381882910248,NA,NA,NA,0.299277993864264,NA,NA,-3.17473457545518,NA,NA,NA,-1.58031630334924,NA,5,-58.851937447222,128.061017751587,3.34678293968653,0.000871822867093552
"4884",-1.45352707462955,1.22359496131316,3.94408263253356,NA,NA,0.106704925700892,NA,NA,NA,-3.78863765580535,-1.35612952696012,NA,NA,-1.69749019497723,NA,7,-56.7020463357116,128.078791466604,3.36455665470345,0.000864109426390102
"7427",-3.39253998970317,NA,3.49214143121705,NA,NA,NA,NA,NA,NA,-2.96432478620047,NA,0.943698774473583,2.40383991425055,-1.54904049188317,NA,6,-57.7889071891537,128.080808390284,3.36657357838314,0.000863238444258074
"4900",-1.39739099849409,1.22793692998766,3.98121095907191,NA,NA,NA,-0.0785188473925391,NA,NA,-3.78650655821973,-1.36624939026615,NA,NA,-1.66387827010309,NA,7,-56.7050124817705,128.084723758722,3.37048894682138,0.000861550149092016
"2059",-5.05835570415025,NA,3.08537807397512,NA,-0.34079322158356,NA,NA,NA,NA,NA,NA,NA,3.35550163115739,NA,NA,4,-59.9257591111244,128.088204612781,3.37396980088093,0.000860051988023212
"2056",-6.28574640326641,0.74332691826171,3.49899022329313,0.902856675602852,NA,NA,NA,NA,NA,NA,NA,NA,3.68451775194681,NA,NA,5,-58.8783666873098,128.113876231763,3.39964141986212,0.000849083072608202
"4371",-1.78263317388147,NA,3.61755400572259,NA,NA,0.057745962328614,NA,NA,NA,-3.17038887979167,NA,NA,NA,-1.62151859346908,NA,5,-58.8788248778604,128.114792612864,3.40055780096327,0.000848694119881717
"4931",-2.02955428711253,NA,4.17842759120441,NA,NA,NA,NA,0.250048866555062,NA,-4.0300724475632,-1.65842316309677,NA,NA,-1.53785561923558,NA,6,-57.8121647726332,128.127323557242,3.41308874534198,0.000843393273968539
"6407",-3.69557177222086,NA,3.45384182042594,1.02434732748862,NA,NA,NA,NA,NA,-2.33057883358902,NA,NA,2.22594644446971,-1.57161739270677,NA,6,-57.8184850641323,128.139964140241,3.4257293283402,0.000838079592325515
"2115",-5.60903453033536,NA,3.25155623382028,NA,NA,NA,NA,0.0491724234046098,NA,NA,NA,NA,3.57469268543071,NA,NA,4,-59.9589109806363,128.154508351805,3.44027353990475,0.000832007095556816
"6151",-5.25104290575065,NA,3.60084524886882,1.12422710353364,NA,NA,NA,NA,NA,NA,NA,NA,3.20941538213709,-1.61295947170037,NA,5,-58.9028300254348,128.162802908013,3.44856809611215,0.000828563676091906
"9987",-1.98456072126447,NA,3.9234395496178,NA,NA,NA,NA,NA,NA,-3.79523911400493,-2.02361476409671,1.61977638259921,NA,NA,-1.10754738876333,6,-57.8309792947755,128.164952601527,3.45071778962662,0.000827673575558027
"10628",-3.44811417648927,1.06048147531269,3.60046334372355,NA,NA,NA,NA,NA,-0.536647119876919,-3.03209555402431,NA,NA,2.4575971648754,NA,-1.01231698671451,7,-56.7473356018388,128.169369998858,3.45513518695799,0.000825847511391163
"3844",-3.30052097520283,0.974033173468612,3.39545562683644,NA,NA,NA,NA,NA,NA,-3.37442333926634,-1.59443346379066,0.732790869340288,2.11028275940431,NA,NA,7,-56.7564073585481,128.187513512277,3.4732787003766,0.000818389503453041
"2083",-5.39376614304386,NA,3.16641331319874,NA,NA,NA,0.248618827430907,NA,NA,NA,NA,NA,3.39111011580169,NA,NA,4,-59.9781840334406,128.193054457414,3.47881964551334,0.000816125315666791
"10503",-4.18021681223661,NA,3.39853150395138,1.08459531158944,NA,NA,NA,NA,NA,-2.28663157089744,NA,NA,2.36426835182448,NA,-1.16946005036741,6,-57.8476636875862,128.198321387148,3.48408657524806,0.000813978905808567
"11524",-3.71713978452819,0.984678682810144,3.46285315899612,NA,NA,NA,NA,NA,NA,-3.20594946327525,NA,0.311276857116999,2.52147831244098,NA,-1.06156554218996,7,-56.7659927680193,128.206684331219,3.492449519319,0.000810582381960146
"775",-2.55324732228223,NA,3.52772739782118,0.831567127270374,NA,NA,NA,NA,NA,-3.02501131841971,-1.2146828045537,NA,NA,NA,NA,5,-58.9260935970508,128.209330051244,3.49509523934401,0.000809510803870379
"3075",-5.34225998436137,NA,3.1437588594668,NA,NA,NA,NA,NA,NA,NA,NA,0.103939804082424,3.44320577123888,NA,NA,4,-59.9935422229596,128.223770836452,3.50953602455129,0.000803686868900133
"2836",-3.18008279345221,1.13320336412713,3.51668915374245,NA,NA,-0.495382395885045,NA,NA,NA,-3.0370167349136,-1.24568181044981,NA,2.24874866634315,NA,NA,7,-56.7859729759304,128.246644747041,3.53240993514109,0.00079454750100236
"9028",-2.2078192814085,1.01755980414249,4.17725641932444,NA,NA,NA,NA,0.16386459716467,NA,-4.29973207216698,-1.80455271230058,NA,NA,NA,-0.990297316540883,7,-56.7880187318513,128.250736258883,3.53650144698287,0.000792923712251795
"14340",-4.87257596322587,0.816613517223634,3.86891608904367,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.48254494817856,-1.42686279218101,-1.00471262834441,6,-57.8764373154694,128.255868642915,3.54163383101442,0.000790891526357122
"10532",-3.64695037242868,1.05789980999166,3.42341668641973,NA,NA,NA,0.0797217165853701,NA,NA,-3.07064298762785,NA,NA,2.44510399571777,NA,-1.02024836940407,7,-56.7935099958265,128.261718786834,3.54748397493327,0.00078858149188602
"14600",-3.73195030356728,1.12048360029345,3.95227394293553,1.23877615303477,NA,NA,NA,NA,NA,-3.06200745537272,NA,NA,2.26650338269794,-1.61637073529366,-0.985975116503769,8,-55.7015608064116,128.27584888555,3.56161407365002,0.000783029759447435
"272",-2.75295696291745,1.07501796043386,3.81280005561602,0.728937720380376,-0.439822319049293,NA,NA,NA,NA,-4.07581151227246,NA,NA,NA,NA,NA,6,-57.8924756670223,128.287945346021,3.57371053412032,0.000778308108391246
"8972",-1.52798272032319,1.23106397300951,3.78295780742282,NA,-0.645554690270903,NA,NA,NA,NA,-3.69461577750346,-1.49635046118559,NA,NA,NA,-0.882795023518499,7,-56.8207838513726,128.316266497926,3.60203168602564,0.00076736448418776
"9027",-2.46486409045011,NA,4.18230036358025,NA,NA,NA,NA,0.265104402054336,NA,-4.0405641495145,-1.73517625830289,NA,NA,NA,-1.06626591423646,6,-57.9134610914769,128.32991619493,3.61568138302954,0.000762145168615434
"392",-2.87273123030468,1.03171070126135,4.10956204525859,0.904889801930961,NA,NA,NA,NA,-0.68705284613447,-4.01163426485654,NA,NA,NA,NA,NA,6,-57.9151196852219,128.33323338242,3.61899857051941,0.000760882127131934
"4488",-2.36945010026649,1.12998475663951,4.48830958155204,1.16346293251712,NA,NA,NA,NA,-0.600027469308753,-3.88843976590041,NA,NA,NA,-1.94962648049015,NA,7,-56.8299071142821,128.334513023745,3.62027821184464,0.000760395454733312
"8459",-2.00324578468763,NA,3.54945803946283,NA,-0.356906985001816,NA,NA,NA,NA,-3.20405150915849,NA,NA,NA,NA,-1.01876048836858,5,-58.997380536188,128.351903929519,3.63766911761843,0.000753812135831779
"3076",-5.29278516072052,0.957599146581515,3.29716202533406,NA,NA,NA,NA,NA,NA,NA,NA,-0.695744552569613,3.38815979636829,NA,NA,5,-58.9998688782764,128.356880613696,3.64264580179525,0.000751938725177379
"2068",-5.63642065358695,0.761948246647825,3.63900456770008,NA,NA,-0.580229935347283,NA,NA,NA,NA,NA,NA,3.83175611522387,NA,NA,5,-59.008822695596,128.374788248335,3.66055343643447,0.000745236055217621
"2060",-5.4205972352882,0.80597900987497,3.32844502453471,NA,-0.527086546828582,NA,NA,NA,NA,NA,NA,NA,3.61331948582604,NA,NA,5,-59.0089870241909,128.375116905525,3.66088209362428,0.000745113601685379
"8467",-2.04727026977377,NA,3.72227714595858,NA,NA,-0.36456410061707,NA,NA,NA,-3.24747727807308,NA,NA,NA,NA,-1.04097961367432,5,-59.0115693381335,128.38028153341,3.66604672150945,0.000743191966643263
"6152",-5.68624075615263,0.827717151782422,3.94473594485903,1.16498905543532,NA,NA,NA,NA,NA,NA,NA,NA,3.44197845860451,-1.79356552442862,NA,6,-57.9389227484974,128.380839508971,3.66660469707043,0.000742984654086191
"8579",-1.97547533256022,NA,3.75836061629442,NA,NA,NA,NA,NA,-0.596260242315365,-3.20100963396522,NA,NA,NA,NA,-1.00164739098624,5,-59.0123958039887,128.38193446512,3.66769965321984,0.000742577997606145
"4428",-1.48715707688014,1.15609694947248,4.20617615977608,NA,-0.913387483413919,NA,NA,0.0574243570929929,NA,-4.18531080274457,NA,NA,NA,-2.09271236165559,NA,7,-56.8569203639845,128.38853952315,3.67430471124931,0.000740129657306064
"2948",-3.08151954802913,1.12751562309794,3.47075100357435,NA,NA,NA,NA,NA,-0.480138102732185,-3.05528786434122,-1.20571415328433,NA,2.07287117516244,NA,NA,7,-56.8596421478559,128.393983090893,3.67974827899224,0.00073811792333648
"4396",-1.44499507409867,1.20100801700123,4.08533042432253,NA,-0.985732934525252,NA,0.36409809186013,NA,NA,-3.96278784257079,NA,NA,NA,-2.05933338508193,NA,7,-56.8599802959724,128.394659387125,3.68042457522509,0.000737868372345979
"4376",-2.54869035447311,1.15066223500438,4.15514155827279,1.14327956143384,NA,0.251252050308769,NA,NA,NA,-3.97358052648547,NA,NA,NA,-2.05911267508031,NA,7,-56.8615548738583,128.397808542897,3.68357373099695,0.00073670745534113
"10755",-4.4537148739997,NA,3.33369130266958,NA,NA,NA,NA,NA,NA,NA,-0.963237054217447,NA,3.03148066255473,NA,-1.09799744825857,5,-59.0204732012371,128.398089259617,3.68385444771664,0.000736604059547416
"9988",-1.89711230978069,0.976736603507753,3.94863742727037,NA,NA,NA,NA,NA,NA,-4.04757179679166,-1.85679631202853,0.844305913083187,NA,NA,-0.993353176034799,7,-56.8641496918618,128.402998178904,3.68876336700399,0.000734798311584184
"6915",-2.65263504734522,NA,3.23860159934511,NA,NA,NA,NA,NA,NA,-2.32445097976741,-0.847847230918623,NA,2.00151828822617,-1.40432765813128,NA,6,-57.9513962821859,128.405786576348,3.69155176444752,0.000733774570532476
"8483",-2.35736527970611,NA,3.61559887880027,NA,NA,NA,0.382831789622124,NA,NA,-3.25161411943149,NA,NA,NA,NA,-1.01914241122823,5,-59.028071628739,128.413286114621,3.69905130272053,0.000731028237569994
"12612",-1.87242846890116,1.04803650274161,4.28877847988295,NA,NA,NA,NA,0.0642933835226466,NA,-4.22068208770547,NA,NA,NA,-1.66076048623719,-0.875135486106786,7,-56.8752449669016,128.425188728984,3.71095391708357,0.000726690584126493
"284",-2.02467990845359,1.08676500393677,3.94399362599631,NA,-0.725548608279016,-0.505217950415219,NA,NA,NA,-4.05834748431638,NA,NA,NA,NA,NA,6,-57.9621478382622,128.4272896885,3.71305487660001,0.000725927611191353
"4492",-1.25101596367332,1.21450122700027,4.18648153894818,NA,-0.868084725515804,NA,NA,NA,-0.309826538184675,-3.94251650078835,NA,NA,NA,-2.05233791071986,NA,7,-56.8799542788679,128.434607352917,3.72037254101622,0.000723276416961833
"4424",-2.56962621384316,1.11407703067847,4.30253551755058,1.11292127803317,NA,NA,NA,0.0232389554862164,NA,-4.04701115468252,NA,NA,NA,-1.96906396577202,NA,7,-56.8815291513943,128.437757097969,3.72352228606897,0.000722138245276686
"6924",-1.96344185279256,1.30667657907568,3.66665045756789,NA,-0.924666491844985,NA,NA,NA,NA,-3.14185101506214,-1.2033178209061,NA,1.7934209719157,-1.85158791553769,NA,8,-55.7828077053812,128.43834268349,3.72410787158935,0.00072192683937718
"1288",-2.98843271130692,1.11839538764626,3.81229230469058,0.868299616871193,NA,NA,NA,NA,NA,-3.9437666333345,NA,-0.280372503141467,NA,NA,NA,6,-57.969206602986,128.441407217948,3.72717240604777,0.000720821501592012
"4392",-2.57212005125204,1.13124548175828,4.25942571351361,1.142906625101,NA,NA,0.110161374652668,NA,NA,-3.95458720411124,NA,NA,NA,-1.95302842983708,NA,7,-56.8838953642307,128.442489523642,3.72825471174173,0.000720431532510219
"12676",-1.55380745506046,1.11613905300237,4.31758531151389,NA,NA,NA,NA,NA,-0.471756626987691,-3.92615549234495,NA,NA,NA,-1.63922462092342,-0.841370722825871,7,-56.8844837468751,128.443666288931,3.72943147703046,0.000720007767780167
"5384",-2.49799998196605,1.15660274701177,4.24280663780936,1.12822509689534,NA,NA,NA,NA,NA,-3.92937512441196,NA,-0.0632252255707535,NA,-1.95361692246204,NA,7,-56.8862582860618,128.447215367304,3.73298055540391,0.00071873121875961
"280",-2.98091014224174,1.0367892810542,3.95351821432629,0.850385821993531,NA,-0.21811276635878,NA,NA,NA,-4.08095827883067,NA,NA,NA,NA,NA,6,-57.9727141939867,128.448422399949,3.73418758804908,0.000718297583603647
"3",-4.01839045259441,NA,3.90154244998853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,-62.1934337183426,128.457042875282,3.74280806338135,0.000715208213046873
"12551",-2.37306271668608,NA,4.02925829598037,1.2081305054362,NA,NA,NA,NA,NA,-3.08420825313995,NA,NA,NA,-1.55748872464155,-1.03126850606509,6,-57.9775109997313,128.458016011439,3.74378119953832,0.000714860300209438
"296",-3.16253162575243,1.02495960853323,3.86864199946992,0.88631422171311,NA,NA,0.220611636997981,NA,NA,-4.08147174900207,NA,NA,NA,NA,NA,6,-57.9794897961824,128.461973604341,3.74773879244037,0.000713447135827855
"5388",-1.33480172502209,1.20548329004347,4.08016488588646,NA,-0.890827390297864,NA,NA,NA,NA,-4.00421025476192,NA,0.0574058990224528,NA,-2.07179169144065,NA,7,-56.8938843906614,128.462467576504,3.74823276460324,0.000713270946074569
"4380",-1.3172684304464,1.21935663427519,4.08629149868787,NA,-0.895415585018446,-0.0383162020551272,NA,NA,NA,-3.97475851513123,NA,NA,NA,-2.05044395642203,NA,7,-56.894424974891,128.463548744963,3.74931393306227,0.000712885467251026
"2852",-3.22362162106689,1.13656723025495,3.30667839347405,NA,NA,NA,0.00945000071687422,NA,NA,-3.09115256054956,-1.22717177174484,NA,2.05760653550928,NA,NA,7,-56.897666325602,128.470031446385,3.75579663448434,0.000710578496305643
"6920",-3.25664691177266,1.21016540275797,3.82809048121656,1.15337528744117,NA,NA,NA,NA,NA,-3.10605484304512,-1.15973699723256,NA,1.89716025025283,-1.71293282474464,NA,8,-55.7996654849791,128.472058242685,3.75782343078509,0.00070985876212203
"2180",-5.41023172707268,0.757027286663283,3.66940205130121,NA,NA,NA,NA,NA,-0.846192656812129,NA,NA,NA,3.63174264509659,NA,NA,5,-59.0612184583283,128.479579773799,3.7653449618991,0.000707194163345285
"328",-3.05629152589012,1.0334178104015,3.86031916490426,0.845163506949982,NA,NA,NA,0.00702237977939652,NA,-4.11180953729353,NA,NA,NA,NA,NA,6,-57.9937726041253,128.490539220227,3.77630440832624,0.000703329533293788
"13572",-1.71263876443081,1.07853501471753,4.16601231070646,NA,NA,NA,NA,NA,NA,-4.05423328639383,NA,0.161119680900832,NA,-1.66226215393253,-0.861193259061033,7,-56.9121447994001,128.498988393981,3.78475358208058,0.000700364523956618
"12564",-1.69832339410754,1.1237005938943,4.0970450035503,NA,NA,0.0928279222101766,NA,NA,NA,-3.97686311283042,NA,NA,NA,-1.68559878357389,-0.831072536449363,7,-56.917002405278,128.508703605737,3.79446879383636,0.000696970678783038
"6659",-4.11064664107239,NA,3.34349097835753,NA,NA,NA,NA,NA,NA,NA,-0.933940839899475,NA,2.96164935996162,-1.3873062661303,NA,5,-59.0787103218118,128.514563500766,3.8003286888661,0.000694931579959799
"12580",-1.69111709912416,1.11932259919331,4.13497451101058,NA,NA,NA,0.0125818675626382,NA,NA,-3.97228457767439,NA,NA,NA,-1.64662619919891,-0.839797496661292,7,-56.9205596828165,128.515818160814,3.80158334891334,0.000694495765229455
"779",-1.82003544664709,NA,3.36479153934514,NA,-0.394832963073544,NA,NA,NA,NA,-3.00576913524854,-1.21894880630165,NA,NA,NA,NA,5,-59.0797483583248,128.516639573792,3.80240476189206,0.000694210589877533
"10248",-6.1110873617023,0.758355505743428,3.76461347833055,1.13396067995772,NA,NA,NA,NA,NA,NA,NA,NA,3.63340753743314,NA,-1.2824219290307,6,-58.0087693385927,128.520532689161,3.80629787726104,0.000692860583278287
"4099",-3.25995131924675,NA,4.15363382252722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.7925568733068,NA,3,-61.2058187202421,128.552813911073,3.83857909917214,0.000681767158321935
"300",-2.36475774639384,1.06705509863602,3.72403812537163,NA,-0.658410395275097,NA,0.384420582463139,NA,NA,-4.06188197516068,NA,NA,NA,NA,NA,6,-58.0258870931313,128.554768198239,3.84053338633836,0.000681101299290923
"396",-2.10444948714422,1.08059445445738,3.87493920883729,NA,-0.535918466586012,NA,NA,NA,-0.478596405569203,-4.02135725457955,NA,NA,NA,NA,NA,6,-58.026847087246,128.556688186468,3.84245337456775,0.000680447759799317
"899",-1.80360352406813,NA,3.59709247330131,NA,NA,NA,NA,NA,-0.653156433590089,-2.99642395338514,-1.1842792070605,NA,NA,NA,NA,5,-59.1017101998838,128.56056325691,3.8463284450101,0.000679130644689038
"10259",-4.87581240402713,NA,3.63436989679688,NA,NA,-0.64413148302388,NA,NA,NA,NA,NA,NA,3.53164366703649,NA,-1.18732607265405,5,-59.1063775628497,128.569897982842,3.85566317094191,0.000675968281159033
"6411",-2.72305342358638,NA,3.26372748316043,NA,-0.49095560378175,NA,NA,NA,NA,-2.37519411361985,NA,NA,2.13345059577594,-1.58440385717134,NA,6,-58.0357658421954,128.574525696367,3.86029088446651,0.000674405995530188
"803",-2.23368356582622,NA,3.44760863843207,NA,NA,NA,0.450219587072717,NA,NA,-3.04092560422084,-1.22466786098241,NA,NA,NA,NA,5,-59.1096329228546,128.576408702852,3.86217389095171,0.00067377133891108
"6660",-4.48873199057782,0.864255850214369,3.68055372531417,NA,NA,NA,NA,NA,NA,NA,-1.07957541775928,NA,3.16666429413351,-1.49891749646888,NA,6,-58.0386845367611,128.580363085498,3.86612827359795,0.000672440480180744
"11011",-3.12419879372884,NA,3.19425560359442,NA,NA,NA,NA,NA,NA,-2.21958866365795,-0.814184830304488,NA,2.13325445810785,NA,-0.967808030949037,6,-58.0468657119156,128.596725435807,3.88249062390679,0.000666961569355356
"10756",-4.81057790717681,0.831667300540698,3.57529907187851,NA,NA,NA,NA,NA,NA,NA,-1.15442831145467,NA,3.24873569647398,NA,-1.10252631766321,6,-58.0471347178937,128.597263447764,3.88302863586313,0.000666782176835903
"1859",-2.54466175790161,NA,4.05844237151392,NA,NA,NA,NA,0.192520724729374,NA,-4.4805623600822,-2.40240201817428,1.20526724793823,NA,NA,NA,6,-58.0496192441797,128.602232500336,3.88799768843512,0.000665127595267346
"2332",-3.41150586720767,1.11076512662044,3.61823193068127,NA,-0.76659414963414,-0.769733783052275,NA,NA,NA,-3.06187259478391,NA,NA,2.65809312310619,NA,NA,7,-56.9645696068538,128.603838008888,3.88960319698793,0.000664593875497464
"332",-2.33553169866251,1.04797900810965,3.77249182671298,NA,-0.569083115391006,NA,NA,0.0333588308477641,NA,-4.1923451736772,NA,NA,NA,NA,NA,6,-58.0518751966697,128.606744405315,3.89250959341501,0.000663628790264767
"787",-1.90393329029459,NA,3.51185314166087,NA,NA,-0.319894070537284,NA,NA,NA,-3.04224052648896,-1.21563599722427,NA,NA,NA,NA,5,-59.1255891603496,128.608321177842,3.89408636594175,0.00066310580062856
"15108",-2.54503032353008,1.17627219480939,3.73169586571493,NA,NA,NA,NA,NA,NA,-3.03384175744677,-1.01373737238664,NA,1.98623930642687,-1.45262027444838,-0.818915667108877,8,-55.868170384908,128.609068042543,3.89483323064289,0.000662858221700621
"844",-1.97800202256109,1.09768481047692,3.98725697022902,NA,-0.776246140437083,NA,NA,0.162547472023901,NA,-4.34356206317718,-2.0240432588314,NA,NA,NA,NA,7,-56.9672206066608,128.609140008502,3.894905196602,0.000662834370515903
