"","(Intercept)","ALK_avg","boatlaunch","dist_waterfowl","latitude","longitude","nearest_SP","nonFP_species_richness","PH_avg","secchi_avg","shoreline_development","surfacearea_ha","waterbodies_10km","waterbodies_1km","df","logLik","AICc","delta","weight"
"6972",-2.65827697816288,3.90454747832606,0.444504727011962,NA,-0.174319656871138,-0.0284756068836215,0.190810635708613,NA,NA,-2.08231193708898,-0.0154905107295648,NA,-0.0537531287800518,-0.249885934265164,10,-74.9253100244817,171.183953382297,14.3000653312813,7.79791076179431e-06
"7158",-4.23717371922716,4.72109260168948,NA,1.41983002624946,NA,-0.094730332807379,0.0475976634379242,1.67920122387017,-0.643984327126931,-2.82520811615477,-0.185922661898856,NA,0.0861887024755353,-0.188737109951158,11,-73.7878632148769,171.185482527315,14.3015944762993,7.79195097223406e-06
"6539",-1.3096093649761,NA,0.329051781671245,NA,-0.380372596371267,NA,NA,NA,2.29027609174409,-2.34353540468315,NA,NA,-0.488062792132463,-0.165989379934469,7,-78.2595387970365,171.18574426074,14.3018562097241,7.79093133194722e-06
"39",-2.14587582147957,NA,-0.167161554863563,0.986575240239518,NA,NA,0.157165978776252,NA,NA,NA,NA,NA,NA,NA,4,-81.4765318116844,171.186981752024,14.3030937010082,7.78611221819468e-06
"4103",-2.02398372883338,NA,-0.146578573291535,0.97801954637286,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.108036693793852,4,-81.4788655955615,171.191649319778,14.3077612687624,7.76796230226297e-06
"1859",-0.450107338338404,NA,0.00831671209672247,NA,NA,NA,NA,0.153939088305449,NA,-2.92833953933754,-0.850617509366658,0.977053064238598,NA,NA,6,-79.3480923905764,171.193226201271,14.3093381502556,7.76184013806468e-06
"3756",-3.5169780171751,4.49314461434023,0.0315912042765138,NA,-0.386047138678241,NA,0.221900192227584,NA,-0.658305716388396,NA,-0.462093482525429,0.688942645173816,-0.146244643792565,NA,9,-76.0550306850472,171.194398719492,14.3105106684765,7.75729102218061e-06
"2581",-1.32920764165268,NA,NA,1.01989843402487,NA,-1.04734841878266,NA,NA,NA,NA,-0.298751800512216,NA,-0.368947872049362,NA,5,-80.4213019351137,171.195545046698,14.3116569956823,7.75284609926501e-06
"3770",-3.53001379726302,4.50004676023926,NA,NA,-0.393044824557871,0.0151902892560434,0.235909007187588,NA,-0.664716745518054,NA,-0.470020596540021,0.717478298982594,-0.145258589037628,NA,9,-76.0563082312188,171.196953811835,14.3130657608196,7.74738705246996e-06
"3818",-3.52969963444292,4.49594754676469,NA,NA,-0.389730088786965,NA,0.231407547864681,0.020613217123188,-0.663905759121152,NA,-0.470835776178699,0.709658830391197,-0.146538432324323,NA,9,-76.0563291056156,171.196995560629,14.3131075096133,7.74722533212574e-06
"1341",-0.927233153808428,NA,NA,1.17190484649814,-0.21435296541349,-0.914311669647345,0.255501914285035,NA,NA,-2.83143609762488,NA,0.775895391020069,NA,NA,7,-78.2689975611988,171.204661789064,14.3207737380487,7.71758617398678e-06
"5399",-0.781429383046709,NA,0.143455667213298,1.16016926146725,NA,-0.998084083937867,NA,NA,NA,-2.8584862704405,NA,0.671077744848576,NA,-0.141589777947489,7,-78.2695776309738,171.205821928614,14.3219338775986,7.71311073367107e-06
"2121",-0.759588307041701,NA,NA,NA,-0.300146437489585,NA,NA,-0.677111383441257,NA,NA,NA,NA,-0.367550705701088,NA,4,-81.4865846024674,171.20708733359,14.3231992825742,7.70823217282291e-06
"1311",-0.819695160763306,NA,0.146611024431743,1.21236592576497,-0.164323013698508,-0.948503294227648,NA,NA,NA,-2.85273300699151,NA,0.685538761092729,NA,NA,7,-78.2702704663776,171.207207599422,14.3233195484063,7.70776866828054e-06
"2261",-2.2714651301907,NA,NA,1.00489516359473,NA,-0.696061070598872,NA,-0.447675377981478,1.93205375196929,NA,NA,NA,-0.512902890524767,NA,6,-79.3564984036711,171.210038227461,14.326150176445,7.69686747135471e-06
"5065",-1.79532977743392,NA,NA,NA,-0.408875495446901,NA,NA,0.976543109180494,2.33279465905942,-2.57504398046349,-0.515334002506383,NA,NA,-0.214804496581533,7,-78.2724974602157,171.211661587098,14.3277735360824,7.69062261411597e-06
"1724",-3.60995048130615,4.52993591227957,0.0325539891191766,NA,-0.376577337946593,0.0279473484647457,0.230848120532023,NA,-0.681995423223083,NA,-0.486568261152048,0.68438680751909,NA,NA,9,-76.064140182299,171.212617713996,14.32872966298,7.68694688723102e-06
"1772",-3.60126230371548,4.51989644547761,0.032139855998428,NA,-0.369217429238367,NA,0.224826143924453,0.0207109193872976,-0.68398830924803,NA,-0.486631116483872,0.676328598633892,NA,NA,9,-76.0644900469212,171.21331744324,14.3294293922244,7.68425796686919e-06
"1786",-3.62673134018497,4.53404624451704,NA,NA,-0.380947279371124,0.0285884819832883,0.240225768799916,0.0267582151723208,-0.686608840644252,NA,-0.496362226883433,0.703872527253526,NA,NA,9,-76.0654444847645,171.215226318927,14.331338267911,7.67692731914818e-06
"105",-1.0636350967674,NA,NA,NA,-0.325132036712626,NA,0.348472434953706,-0.747622412537714,NA,NA,NA,NA,NA,NA,4,-81.4911978555931,171.216313839841,14.3324257888256,7.67275404437226e-06
"1335",-0.905066687429239,NA,0.122398804701396,1.16107510079927,NA,-0.987249797107509,0.155217346804868,NA,NA,-2.86954065650558,NA,0.655157533065116,NA,NA,7,-78.2748917747602,171.216450216187,14.3325621651715,7.67223087112961e-06
"4555",-1.75129391792711,NA,0.244262571387762,NA,-0.378411141785263,NA,NA,0.557659967703878,2.30380344366021,-2.63926724388896,NA,NA,NA,-0.25135519167746,7,-78.2753650974575,171.217396861582,14.3335088105661,7.66860028940572e-06
"5429",-0.8756840493743,NA,NA,1.11520745232378,NA,-0.978792010487604,0.199236886429798,NA,NA,-2.83490554486624,NA,0.753286884817186,NA,-0.140363688135251,7,-78.2792010307258,171.225068728118,14.3411806771026,7.63924039772803e-06
"4084",-3.0581996808422,4.7414559051105,0.0649570743037536,NA,NA,-0.187736773901181,0.0436060583111394,1.26420877824707,-0.864662904353511,-3.33368142676465,-0.950789725044089,1.29305679535125,-0.0571659117888339,NA,11,-73.8083100907716,171.226376279104,14.3424882280887,7.63424768180609e-06
"1367",-0.891338507991697,NA,0.131861008684686,1.17080812107835,NA,-1.01349687963839,NA,0.163361130586384,NA,-2.91907715197831,NA,0.613878412893046,NA,NA,7,-78.2806150478445,171.227896762356,14.3440087113402,7.62844601455106e-06
"5059",-1.80705842849993,NA,0.253870459854085,NA,NA,NA,NA,0.691203440653262,2.27356216322433,-2.70454061094254,-0.49612157366342,NA,NA,-0.181842620403137,7,-78.2817541831095,171.230175032886,14.34628698187,7.61976113024748e-06
"5405",-0.772934745617791,NA,NA,1.16676572814494,-0.170834526223202,-0.937093039960268,NA,NA,NA,-2.80537162986725,NA,0.807709124378421,NA,-0.151149614159024,7,-78.2827464735875,171.232159613842,14.3482715628262,7.61220386395458e-06
"6595",-1.68839754018456,NA,0.233409311153858,NA,NA,NA,NA,0.499521489074085,2.28129652731426,-2.66234845340908,NA,NA,-0.436360690955982,-0.159448443499131,7,-78.2827690952546,171.232204857176,14.3483168061602,7.61203166516124e-06
"7228",-3.6398247601716,4.20334670947621,0.0628554832232784,NA,-0.397031616162584,0.0252971014237955,0.182367593993091,NA,NA,NA,NA,0.443488264414497,-0.139447505695585,-0.377987089268599,9,-76.07601415151,171.236365652418,14.352477601402,7.59621207382048e-06
"7276",-3.63400970878479,4.19472756072306,0.0623498042351375,NA,-0.391064355018665,NA,0.176273333413797,0.024811523559938,NA,NA,NA,0.433749340848617,-0.142089603775135,-0.378005604128636,9,-76.0762277318725,171.236792813143,14.3529047621271,7.59458984533616e-06
"3788",-3.4756637960824,4.50911112833155,0.0567633195640012,NA,-0.332966263855266,NA,NA,0.0482426906045538,-0.649173805158931,NA,-0.44338297134235,0.655743402474079,-0.151807068485819,NA,9,-76.0781803157781,171.240697980954,14.3568099299382,7.57977523952196e-06
"3740",-3.43697865983007,4.49425685547428,0.0601521534815653,NA,-0.325927892658943,-0.0137098563460881,NA,NA,-0.658184407295698,NA,-0.435795164475697,0.669460588686468,-0.155455949821851,NA,9,-76.0786970880401,171.241731525478,14.3578434744622,7.57585923385488e-06
"5461",-0.861511140838028,NA,NA,1.12465326477041,NA,-1.01202657972372,NA,0.220580835530187,NA,-2.89827504875187,NA,0.705916623569494,NA,-0.144618837567376,7,-78.2879523003537,171.242571267374,14.3586832163585,7.57267901834187e-06
"3004",-2.64765027907423,4.06768689110068,0.445048029520425,NA,-0.12353974661995,-0.0525594655223862,0.187315738232886,NA,-0.35802776140635,-2.10257730060979,-0.00637538698443981,NA,-0.0866657418961801,NA,10,-74.9549072265936,171.243147786521,14.359259735505,7.57049643571026e-06
"541",-1.44816644990979,NA,NA,1.08671062161965,-0.239280856107578,-0.95987485881291,NA,NA,NA,NA,-0.375566317245939,NA,NA,NA,5,-80.4456426404938,171.244226457458,14.3603384064426,7.56641449933143e-06
"1397",-0.977322871800796,NA,NA,1.13002162108245,NA,-0.996667415029627,0.178435606105315,0.167796096111046,NA,-2.89774611710164,NA,0.688326786700191,NA,NA,7,-78.2895196423268,171.24570595132,14.3618179003047,7.5608193371838e-06
"7290",-3.67122455797385,4.20606321620826,NA,NA,-0.404348617144245,0.0278308423517902,0.200671389876137,0.0385691410275686,NA,NA,NA,0.478712377567764,-0.1419866146012,-0.381204934211306,9,-76.0812041588014,171.246745667,14.3628576159849,7.55688980746046e-06
"1373",-0.902211586463209,NA,NA,1.1768432852128,-0.161620484319016,-0.963002062950209,NA,0.218752690257881,NA,-2.89108143613023,NA,0.723340802783625,NA,NA,7,-78.2900431212304,171.246752909127,14.3628648581119,7.55686244353226e-06
"7348",-3.57443770409559,4.58320703273134,0.0554154639165447,NA,NA,-0.0916383634953605,0.0718083392776463,NA,-0.769586986144687,NA,NA,0.451000263263561,-0.0505176733315122,-0.354911104855312,9,-76.081295649965,171.246928649328,14.363040598312,7.55619845044642e-06
"5364",-3.57663978373731,4.58801107266516,0.0586459026715818,NA,NA,-0.0834996030142586,0.0798114909701656,-0.0462475696738115,-0.784081437700976,NA,NA,0.463802210697756,NA,-0.36196590150028,9,-76.0818453726768,171.248028094751,14.3641400437356,7.552045778057e-06
"3802",-3.4722449410515,4.50427289528432,NA,NA,-0.330306636767269,-0.0151312369323505,NA,0.0700839925682257,-0.664935950577826,NA,-0.45399744337156,0.698282376136676,-0.156015676452283,NA,9,-76.0827126565206,171.249762662439,14.3658746114232,7.54549885019857e-06
"7380",-3.51968556800115,4.57635294716705,0.066406583803027,NA,NA,-0.0938151021519583,NA,-0.0318360742818162,-0.768812642799275,NA,NA,0.464359451802945,-0.0561518939697648,-0.356126334808142,9,-76.0837036575997,171.251744664597,14.3678566135814,7.53802495662585e-06
"5244",-3.73732948440473,4.2291418796372,0.0641469945427005,NA,-0.384976789016453,0.0382896013280537,0.183121104962374,0.0293260538311028,NA,NA,NA,0.416509474244223,NA,-0.398661663587508,9,-76.084229798075,171.252796945548,14.3689088945321,7.5340599397612e-06
"5017",-1.19622495964473,NA,NA,NA,-0.0758234980486736,-0.620741455104981,NA,NA,1.8728756802198,-2.05511367051953,-0.12259174306004,NA,NA,-0.191161083067133,7,-78.293067725667,171.252802118001,14.3689140669852,7.53404045500071e-06
"6165",-1.37373573498835,NA,NA,1.01492966920111,NA,-1.07659183661951,NA,NA,NA,NA,NA,NA,-0.393041435287486,-0.12274200832346,5,-80.4503097440461,171.253560664563,14.3696726135472,7.53118353656872e-06
"1097",-0.927705531959556,NA,NA,NA,-0.314767190426186,NA,NA,-0.894156242417447,NA,NA,NA,0.281525976824098,NA,NA,4,-81.5102004135086,171.254318955672,14.3704309046566,7.52832866304989e-06
"7410",-3.56211942748968,4.5804699854407,NA,NA,NA,-0.0882184985269052,0.0950929884000357,-0.0335491238854182,-0.792192012352382,NA,NA,0.509185085770292,-0.0548587055057235,-0.356064531936155,9,-76.0853751026325,171.255087554663,14.371199503647,7.52543608598835e-06
"7396",-3.6185198748633,4.62323051897596,0.0572672721769233,NA,NA,NA,0.084236757961887,-0.0603468969069825,-0.771176553201776,NA,NA,0.469148980798619,-0.03840991590448,-0.354216594665671,9,-76.0856433372754,171.255624023948,14.3717359729328,7.52341777402995e-06
"2531",-1.76786591583402,NA,0.218457583361197,NA,NA,NA,0.13600864768595,0.466432881175922,2.25816878199344,-2.66659872887368,NA,NA,-0.464035010682291,NA,7,-78.2950346247305,171.256735916128,14.3728478651122,7.51923632177608e-06
"7433",-0.204099410452334,NA,NA,NA,-0.390219976313216,NA,NA,NA,NA,-2.7959648255032,NA,0.819647712099885,-0.434001753259754,-0.154509075555022,6,-79.3807689012377,171.258579222594,14.3746911715782,7.51230938591712e-06
"1756",-3.5547090885754,4.53529014518284,0.058723678108458,NA,-0.313517588266025,-0.00112363826317075,NA,0.0577222023176792,-0.678382831491096,NA,-0.4664288375509,0.645460983476995,NA,NA,9,-76.088472590832,171.261282531062,14.377394480046,7.50216220041739e-06
"995",-1.90949690048008,NA,0.236750623936754,NA,NA,NA,0.157620188486237,0.666795453419075,2.24709528708946,-2.71687759654978,-0.523890620356783,NA,NA,NA,7,-78.2977491042463,171.262164875159,14.3782768241438,7.49885318612416e-06
"491",-1.90257816161682,NA,0.216733189763154,NA,-0.39159072294893,NA,0.25630510193356,0.497907940044995,2.26036247047177,-2.64911043662033,NA,NA,NA,NA,7,-78.2982876875432,171.263242041753,14.3793539907375,7.49481551646084e-06
"2071",-1.40543222874805,NA,-0.0596393570199633,1.02787306740754,NA,-1.05856608543861,NA,NA,NA,NA,NA,NA,-0.432608319112291,NA,5,-80.4558194983608,171.264580173192,14.3806921221766,7.48980266947347e-06
"3093",-1.40004420206178,NA,NA,1.04940397048027,NA,-1.05543240103315,NA,NA,NA,NA,NA,-0.0948609306237772,-0.415580157291482,NA,5,-80.456387529507,171.265716235485,14.381828184469,7.485549436377e-06
"7260",-3.59226219250044,4.21043088221186,0.0820029408311784,NA,-0.352636571560135,0.00172302942126483,NA,0.0558287071191291,NA,NA,NA,0.417929294706538,-0.142845566924708,-0.381012502443754,9,-76.0910409306083,171.266419210614,14.3825311595987,7.48291882117556e-06
"3137",-0.843903572122344,NA,NA,NA,NA,NA,NA,-0.95771785445489,NA,NA,NA,0.244118251357477,-0.352551894153545,NA,4,-81.5182039541281,171.270326036911,14.3864379858956,7.46831585661624e-06
"2145",-0.96849721939939,NA,NA,NA,NA,NA,0.249602628866534,-0.822410360577284,NA,NA,NA,NA,-0.308942899051901,NA,4,-81.5183124210826,171.27054297082,14.3866549198047,7.467505835071e-06
"669",-2.58683558688319,NA,NA,1.03251918185371,-0.410225476240136,-0.586341486388485,NA,NA,2.07227513057894,NA,-0.431944828648358,NA,NA,NA,6,-79.3889043372908,171.2748500947,14.3909620436843,7.45144140280294e-06
"5417",-0.544111942289084,NA,NA,NA,-0.418882882717853,NA,0.387454092574884,NA,NA,-2.83787666060951,NA,0.775378177353208,NA,-0.216273957502941,6,-79.3894321309546,171.275905682027,14.3920176310119,7.44750961692142e-06
"4629",-1.42595741863099,NA,NA,1.00386354389071,NA,-1.04091557510446,NA,NA,NA,NA,-0.352808772731481,NA,NA,-0.162168057549184,5,-80.4626538680633,171.278248912597,14.3943608615817,7.43878911035671e-06
"2101",-1.42718288155213,NA,NA,1.02775501439799,NA,-1.07012825211139,0.0190472537207126,NA,NA,NA,NA,NA,-0.425531842478559,NA,5,-80.4634020559999,171.27974528847,14.3958572374548,7.43322557962461e-06
"4133",-2.09925848061258,NA,NA,0.983590407058709,NA,NA,0.0844782957354707,NA,NA,NA,NA,NA,NA,-0.119335195171336,4,-81.5239436221737,171.281805373002,14.3979173219869,7.42557298502925e-06
"585",-0.911185623268321,NA,NA,NA,-0.283549311318972,NA,NA,-0.581549925208923,NA,NA,-0.265627488750649,NA,NA,NA,4,-81.5251293525843,171.284176833823,14.4002887828079,7.41677347527935e-06
"1601",-0.959228225251974,NA,NA,NA,NA,NA,NA,-0.879553011808493,NA,NA,-0.39664851888339,0.346361336131632,NA,NA,4,-81.5269153250187,171.287748778692,14.4038607276768,7.40353914389338e-06
"5571",-1.77608850841634,NA,0.157514260314194,NA,NA,NA,NA,0.299059452310659,2.13656150722604,-2.78148331860315,NA,0.377386946607391,NA,-0.232705707940909,7,-78.3120622571771,171.290791181021,14.4069031300054,7.39228543327677e-06
"5539",-1.7278621570299,NA,0.15110918066271,NA,NA,NA,0.210384920128105,NA,2.069776819078,-2.69414040890067,NA,0.467830423963896,NA,-0.227907206988727,7,-78.3124287374975,171.291524141662,14.4076360906462,7.3895768025031e-06
"3041",-1.85324172664533,NA,NA,NA,NA,NA,0.202208459691421,0.785363522481748,2.24553372273402,-2.61216243056227,-0.389216520339845,NA,-0.383181643033423,NA,7,-78.3157704100449,171.298207486756,14.4143194357409,7.36492446951809e-06
"4253",-2.62785917799724,NA,NA,1.02257761055603,-0.43111946459366,-0.615312993571738,NA,NA,2.09848783998868,NA,NA,NA,NA,-0.296592860830317,6,-79.4008359758813,171.298713371881,14.4148253208654,7.3630618022358e-06
"2709",-2.43679233482089,NA,NA,0.934175811639977,NA,-0.739229163270336,NA,NA,2.00099585765123,NA,-0.315144962272015,NA,-0.458103462930585,NA,6,-79.4013007248719,171.299642869862,14.4157548188466,7.35964062175229e-06
"3339",-0.244952009319191,NA,0.0229092084465322,NA,-0.379809321107039,NA,NA,NA,NA,-2.79595455450901,NA,0.78340348413999,-0.467341829798542,NA,6,-79.4014441371497,171.299929694418,14.4160416434021,7.35858523460695e-06
"4169",-0.900945118573649,NA,NA,NA,-0.278478791032501,NA,NA,-0.674193873018495,NA,NA,NA,NA,NA,-0.151717492241542,4,-81.5332165512966,171.300351231248,14.4164631802325,7.35703444069365e-06
"939",-1.58296713977627,NA,0.320889783600905,NA,-0.381776028494822,NA,0.296933291667445,NA,2.2127288263736,-2.34704134901427,-0.361613360127794,NA,NA,NA,7,-78.3170267947075,171.300720256082,14.416832205066,7.35567710171567e-06
"3401",-0.23742254645972,NA,NA,NA,-0.377107578126237,NA,NA,-0.0353623236230994,NA,-2.77549187488721,NA,0.810727978305396,-0.469951863739799,NA,6,-79.4018961168198,171.300833653758,14.4169456027423,7.35526005519333e-06
"4844",-3.60235231333811,4.43127410605446,0.163770648703567,NA,-0.304176940369681,NA,0.145789042597768,0.34357265473118,-0.406994057052245,NA,-0.204469657774554,NA,NA,-0.368959885192548,9,-76.110631909201,171.3056011678,14.421713116784,7.33774778318984e-06
"4585",-1.93208187088446,NA,NA,NA,-0.414895007557661,NA,0.321254712282044,0.675833624261166,2.27274944938087,-2.55710910970202,NA,NA,NA,-0.245870433653707,7,-78.3201452766027,171.306957219872,14.4230691688565,7.3327742854166e-06
"5601",-1.87424008688035,NA,NA,NA,NA,NA,0.226044223124434,0.303759542297263,2.08178780372595,-2.76866424135443,NA,0.476537189060731,NA,-0.231293888808282,7,-78.3205709978933,171.307808662453,14.4239206114377,7.32965323168071e-06
"7105",-1.75996096489606,NA,NA,NA,NA,NA,NA,0.832553990766123,2.26769156024233,-2.59728969796475,-0.370332756256812,NA,-0.370890358729627,-0.137194497606382,7,-78.3222635131766,171.31119369302,14.4273056420043,7.31725817393619e-06
"4125",-1.49929254862507,NA,NA,1.08097792952602,-0.248000242929815,-0.9954786185426,NA,NA,NA,NA,NA,NA,NA,-0.195928731266805,5,-80.4801561717121,171.313253519895,14.4293654688791,7.30972591087294e-06
"3692",-3.63515187412041,4.1415635880024,0.0465577466413254,NA,-0.431351069197745,NA,0.213926963569041,0.0632774840389902,NA,NA,-0.4777135536603,0.595909505929595,-0.185046081498534,NA,9,-76.1159277400284,171.316192829454,14.4323047784388,7.29899102746735e-06
"565",-1.53903308481934,NA,NA,1.01527466108372,NA,-1.02795815667614,0.0931095133536265,NA,NA,NA,-0.381958391673713,NA,NA,NA,5,-80.4817033127279,171.316347801926,14.4324597509108,7.2984254780375e-06
"3644",-3.62983529637982,4.14829816771447,0.0491429438355562,NA,-0.439141459971113,0.0383210389734864,0.225420844045071,NA,NA,NA,-0.474242537891354,0.617529412910244,-0.182449572554415,NA,9,-76.1161293321306,171.316596013659,14.4327079626432,7.29751975682522e-06
"2625",-0.861619958131415,NA,NA,NA,NA,NA,NA,-0.706557970318528,NA,NA,-0.162325127723944,NA,-0.294275667922572,NA,4,-81.5422260546528,171.318370237961,14.434482186945,7.29104890898591e-06
"1121",-1.12032842804834,NA,NA,NA,NA,NA,0.265253113332156,-0.989673900375628,NA,NA,NA,0.206857326485313,NA,NA,4,-81.5428201623625,171.31955845338,14.4356704023645,7.28671852710106e-06
"5003",-1.42590052135885,NA,0.354960689519025,NA,-0.3454658358852,NA,NA,NA,2.24324707675974,-2.31645053070167,-0.320128922244978,NA,NA,-0.201787700687517,7,-78.326447315176,171.319561297019,14.4356732460031,7.28670816671114e-06
"3706",-3.67352874731196,4.15870263673783,NA,NA,-0.447004895108111,0.0379426754275265,0.235662399015237,0.0731385658621254,NA,NA,-0.491697029477933,0.634682439776759,-0.180979550979795,NA,9,-76.1180951015437,171.320527552485,14.4366395014694,7.28318860617966e-06
"1557",-1.49967712826779,NA,NA,1.01273284059643,NA,-1.03584472307557,NA,NA,NA,NA,-0.403344041696325,0.0454304935828532,NA,NA,5,-80.4855850064767,171.324111189424,14.4402231384084,7.2701501390899e-06
"4523",-1.61789275587913,NA,0.288832436908135,NA,-0.376571411233529,NA,0.289568744859867,NA,2.21629542700224,-2.37898722716954,NA,NA,NA,-0.228274211081707,7,-78.3290728871707,171.324812441008,14.4409243899925,7.26760148377699e-06
"4828",-3.54753418078107,4.43132922341768,0.176980007113086,NA,-0.265538719265351,-0.0305841484501076,NA,0.361488050529578,-0.414612920554447,NA,-0.200018986692684,NA,NA,-0.372340271603418,9,-76.1202766272128,171.324890603823,14.4410025528077,7.26731746123142e-06
"535",-1.50117124223398,NA,-0.0149816930526969,1.02272499472304,NA,-1.02821918244885,NA,NA,NA,NA,-0.364760771657852,NA,NA,NA,5,-80.4862792822384,171.325499740947,14.4416116899318,7.2651044018334e-06
"6860",-3.56304136671598,4.44372663928247,0.177247345440181,NA,-0.273662812177429,NA,NA,0.359346636519207,-0.407513036265834,NA,-0.199472521787756,NA,-0.00804733454545748,-0.371119642427817,9,-76.120816910311,171.32597117002,14.4420831190041,7.26339211293289e-06
"6209",-0.853772738617688,NA,NA,NA,NA,NA,NA,-0.763533770449696,NA,NA,NA,NA,-0.300654283146483,-0.0842294144365929,4,-81.5464954126047,171.326908953864,14.4430209028488,7.25998716538105e-06
"609",-1.09796064149345,NA,NA,NA,NA,NA,0.263425707557513,-0.738751645109073,NA,NA,-0.2231003048723,NA,NA,NA,4,-81.5468209674694,171.327560063594,14.4436720125782,7.25762402592823e-06
"6293",-2.47082863085605,NA,NA,0.923132075861983,NA,-0.764435527060395,NA,NA,2.01666147043467,NA,NA,NA,-0.474207026612833,-0.190172841720625,6,-79.4157673622946,171.328576144707,14.4446880936919,7.25393779503325e-06
"5748",-3.68932512640485,4.16757264759512,0.063748976195983,NA,NA,-0.0720536298801831,0.0618248589849383,0.0636100752068425,NA,NA,-0.376719682025042,0.468603858979194,NA,-0.363821534314432,9,-76.1226286249751,171.329594599348,14.4457065483323,7.25024483208755e-06
"7732",-3.63765084819312,4.14864771436935,0.0669025359365819,NA,NA,-0.0726508742798364,0.0660861581478719,NA,NA,NA,-0.363326461894962,0.489368814441097,-0.0393145861930978,-0.356885882408008,9,-76.123027956696,171.33039326279,14.446505211774,7.24735015734861e-06
"221",-2.54298001375305,NA,NA,1.08308782282931,-0.332398226849321,-0.577587520981093,NA,-0.378873662536348,1.98185833029437,NA,NA,NA,NA,NA,6,-79.4174057759278,171.331852971974,14.4479649209584,7.24206257537254e-06
"7764",-3.64536319181423,4.16526232324103,0.0701649331793257,NA,NA,-0.0797640396374048,NA,0.0721554823459027,NA,NA,-0.36878987482505,0.467855048155508,-0.0395496056394274,-0.360272505287909,9,-76.1239153639796,171.332168077357,14.4482800263412,7.24092165880227e-06
"3308",-3.59058389468581,4.50925966995024,0.0556048292764002,NA,-0.31467216977305,NA,0.19333144548987,-0.0580323236656657,-0.677073675500115,NA,NA,0.510412597157877,-0.198167237323859,NA,9,-76.1239566839657,171.332250717329,14.4483626663134,7.24062247020098e-06
"3221",-2.50983800010638,NA,NA,0.985680646544748,NA,-0.73042359529437,NA,NA,2.02232680814717,NA,NA,-0.190125381045608,-0.493101161373879,NA,6,-79.41781759877,171.332676617658,14.4487885666428,7.23908074261485e-06
"3260",-3.61479349377323,4.51296447736212,0.0530087448418003,NA,-0.313094703636813,-0.0129181364860494,0.185465018281067,NA,-0.670495414787717,NA,NA,0.489395311166417,-0.198404069970706,NA,9,-76.1247641215243,171.333865592446,14.4499775414307,7.23477847931701e-06
"7780",-3.72897830542491,4.2049262086849,0.0628458830214337,NA,NA,NA,0.0659925894828784,0.0505567805803664,NA,NA,-0.371256500261457,0.472424759778737,-0.0240264707960842,-0.358445200114908,9,-76.1257133500511,171.3357640495,14.4518759984842,7.22791427956245e-06
"6380",-3.61551004096433,4.44848529254809,0.158148120655801,NA,-0.281672530254164,NA,0.141272901288404,0.267251280227503,-0.447139415443766,NA,NA,NA,-0.0376191503097123,-0.362630401789084,9,-76.1265346517648,171.337406652927,14.4535186019117,7.22198041825633e-06
"4348",-3.62171101201521,4.44845473756815,0.157925923449776,NA,-0.272130106146011,-0.0189849624899223,0.139225918418386,0.268144750281956,-0.459500395706486,NA,NA,NA,NA,-0.368298553066023,9,-76.1269440995643,171.338225548526,14.4543374975107,7.21902399955713e-06
"4193",-1.08811371009083,NA,NA,NA,NA,NA,0.265508378530824,-0.816621107881297,NA,NA,NA,NA,NA,-0.12771575034418,4,-81.5523825685444,171.338683265744,14.4547952147283,7.21737205280598e-06
"2115",-0.873117414663227,NA,-0.00849339673515133,NA,NA,NA,NA,-0.764976374407923,NA,NA,NA,NA,-0.324688361881938,NA,4,-81.552758586783,171.339435302221,14.4555472512054,7.21465869944663e-06
"7794",-3.68788787249106,4.15804591156845,NA,NA,NA,-0.0749649806070005,0.0794503042382533,0.0798721236942095,NA,NA,-0.382050348139461,0.516129582720289,-0.0379024363220507,-0.360264081422207,9,-76.1276975918301,171.339732533058,14.4558444820422,7.21358656959491e-06
"3322",-3.59788823798419,4.50670778062653,NA,NA,-0.316333719649752,-0.00771749752488139,0.210295184752664,-0.0425944923987738,-0.690979695074493,NA,NA,0.549318740045155,-0.202264569337738,NA,9,-76.1282804313709,171.340898212139,14.4570101611239,7.20938343110751e-06
"8052",-3.19573426976795,4.31076469807126,0.0874959910783712,NA,NA,-0.16114258568155,0.0240244421041371,1.30537079635277,NA,-3.28710534996838,-0.905247312757253,1.15046286046949,-0.0509211136281172,-0.268041326524122,11,-73.8655885140235,171.340933125608,14.4570450745924,7.20925757991529e-06
"75",-0.949299156167776,NA,0.0167874923899258,NA,-0.266060178778584,NA,NA,-0.712081592201701,NA,NA,NA,NA,NA,NA,4,-81.5541741637055,171.342266456066,14.4583784050505,7.20445302025399e-06
"1660",-3.77629324679614,4.18569225866542,0.0472160171986569,NA,-0.426510756166349,0.0548681844819058,0.228034619477872,0.0721097893977793,NA,NA,-0.512214636150018,0.585159421025677,NA,NA,9,-76.1296408708323,171.343619091062,14.4597310400466,7.19958216991885e-06
"2979",-1.52283867066484,NA,0.300888023414525,NA,NA,NA,0.177614118583759,NA,2.19978193930107,-2.40060322347559,-0.23248187768637,NA,-0.403920528112539,NA,7,-78.3389699831039,171.344606632874,14.4607185818588,7.19602810322682e-06
