waterbody,date,year,town,latitude,longitude,state,data_source,mult_survey,surfacearea_ha,shoreline_development,depth_max_m,FP_presence,FPcover_avg,FPcover_low_est,FPcover_max,FPcover_min,azolla,eichhornia_crassipes,lemna_minor,lemna_trisulca,lemna_valdiviana,riccia,spirodela_polyrhiza,wolffia,wolffia_borealis,wolffia_brasiliensis,allplant_species_richness,FP_species_richness,nonFP_species_richness,TOTP_avg,PH_avg,COND_avg,ALK_avg,secchi_avg,alisma,alisma_subcordatum,brasenia,cabomba,callitriche,callitriche_hetero,callitriche_stag,cardamine,ceratophyllum_dem,ceratophyllum_echin,charphyte,decodon,egeria,elatine,elatine_ameri,elatine_minima,eleocharis,eleocharis_acic,eleocharis_ellip,elodea_canad,elodea_nutt,eriocaulon_aqua,fil_algae,glossostigma,gratiola,hydrilla,isoetes,isoetes_acad,isoetes_eaton,isoetes_echino,isoetes_engel,isoetes_lacus,isoetes_tuck,juncus,juncus_pelo,lobelia,ludwigia,ludwigia_pal,marsilea,megalodonta,myosotis,myriophyllum,myriophyllum_alt,myriophyllum_aqua,myriophyllum_hetero,myriophyllum_hetero_lax,myriophyllum_hum,myriophyllum_ten,myriophyllum_sibi,myriophyllum_spic,najas_flex,najas_grac,najas_guad,najas_minor,nasturtium,nelumbo,nuphar,nymphaea_odor,nymphaea_odor_tuber,nymphoides,nymphoides_cordata,peltandra,phragmites,polygonum,polygonum_amphi,polygonum_hydro,pontederia,potamogeton,potamogeton_ampli,potamogeton_berch,potamogeton_biculp,potamogeton_conferv,potamogeton_crispus,potamogeton_epi,potamogeton_foli,potamogeton_grami,potamogeton_ilino,potamogeton_ilino_hybrid,potamogeton_natans,potamogeton_nodos,potamogeton_oakes,potamogeton_obtus,potamogeton_palus,potamogeton_perfo,potamogeton_pulch,potamogeton_pusil,potamogeton_prael,potamogeton_rich,potamogeton_robb,potamogeton_spir,potamogeton_zost,proserpinaca,ranunculus,sagittaria,sagittaria_gram,sagittaria_lati,schoenoplectus,sparganium,sparganium_ameri,stuckenia,trapa,typha,typha_latif,sedge,utricularia,utricularia_gemi,utricularia_gibb,utricularia_inter,utricularia_macro,utricularia_mini,utricularia_mino,utricularia_purp,utricularia_radi,utricularia_subu,utricularia_vulg,vallisneria,zannichellia,zosterella,waterbodies_1km,waterbodies_5km ,waterbodies_10km,nearest_LM,nearest_SP,nearest_W,nearest_any_FP,boatlaunch,dist_waterfowl
Howells Pond,8/12/2005,2005,Hartland,42.02222,-72.99288,CT,CAES,N,5.79,1.372,2.468,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0.0375,5.4,29.5,4.5,1.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,18,45,22692.24041,22692.24041,11935.99447,22692.24041,1,9277.620921
Hummers Pond,7/28/2005,2005,Madison,41.28351,-72.58265,CT,CAES,N,3.08,1.994,2,Y,0.44,0.44,0.44,0.44,0,0,0,0,0,0,0,0,0,1,9,1,8,0.0755,6.05,196.5,31.5,1.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,15,51,9187.466397,9187.466397,22965.83406,3711.061666,0,2414.44272
Indian Lake (1),8/3/2006,2006,Orange,41.25053,-73.00999,CT,CAES,N,10.93,2.028,4,Y,0.0333,0.0333,0.0333,0.0333,0,0,1,0,0,0,0,0,0,1,13,2,11,0.069,7.05,228.5,55.9,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,54,11016.96598,11016.96598,3711.061666,11016.96598,0,13063.28789
Indian Lake (2),8/10/2009,2009,Sharon,41.91828,-73.49461,CT,CAES,N,82.96,1.58,3,Y,6.00E-04,6.00E-04,6.00E-04,6.00E-04,0,0,0,0,0,0,1,0,0,0,21,1,20,0.014,7.5,116.25,274,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,18,48,48241.29475,26100.17401,19699.24797,26100.17401,0,31841.39359
Ingham Pond (Lake Rockview),7/22/2005,2005,Old Saybrook,41.29901,-72.39684,CT,CAES,N,5.79,1.311,10,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,0.039,5.8,78.3,12.75,3.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,25,81,1452.948972,16249.46303,26100.17401,1452.948972,0,3160.923793
Ivoryton Pond,8/21/2006,2006,Ivoryton,41.34751,-72.43418,CT,CAES,N,1.01,1.482,2,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0.055,6.6,89.5,29.25,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,27,102,5425.057324,17318.64743,15661.29659,5425.057324,0,3121.687521
Keley (Kelsey) Pond,8/8/2006,2006,Guilford,41.36054,-72.70377,CT,CAES,N,4.45,1.378,1,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0.038,6.45,112.5,24.4,0.75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,64,3809.681832,3809.681832,14322.23315,3809.681832,0,31569.27539
Lakeview Lake (Willow Lake),8/18/2006,2006,West Hartford,41.80343,-72.77213,CT,CAES,N,1.09,1.343,1,Y,0.1605,0.1605,0.1605,0.1605,0,0,1,0,0,0,0,1,0,0,7,2,5,0.053,6.8,178,63.9,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,61,12073.58882,4544.902546,9881.516986,4544.902546,0,1990.663524
Larkin Pond,7/3/2011,2011,Middlebury,41.50103,-73.11168,CT,CAES,N,3.44,1.349,3,Y,0.0094,0.0094,0.0094,0.0094,0,0,1,0,0,0,0,0,0,0,11,1,10,0.056,7.65,130,13.9,0.8,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,73,3473.295575,3473.295575,11822.35676,3473.295575,0,3328.090239
Laurel Lake,combined,comb,New Hartford,41.88743,-73.01997,CT,CAES,Y,6.47,1.388,7,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,19,0.0545,6.35,111.5,32.25,3.6,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,11,39,11088.93622,11088.93622,23569.81964,11088.93622,0,9582.054816
Linsley Pond,8/25/2005,2005,"Branford, North Branford",41.31704,-72.78478,CT,CAES,N,9.27,1.183,13.41,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0.174,6.35,299,100.5,4.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,25,73,566.9563218,2798.082192,11391.0917,566.9563218,0,11497.1798
Long Meadow Pond,combined,comb,Bethlehem,41.6535,-73.20825,CT,CAES,Y,40.47,2.168,2.134,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,31,0.0964,6.925,88.05,17.8125,1.85,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,14,60,10873.32833,15515.6212,5174.777594,10873.32833,0,23401.68282
Lower Moodus Reservoir,combined,comb,Moodus,41.51451,-72.42203,CT,CAES,Y,50.99,2.115,4,Y,1.00E-04,1.00E-04,1.00E-04,1.00E-04,0,0,1,0,0,0,0,0,0,0,36,1,35,0.034,6.025,72.3,10.325,1.75,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,4,32,65,1714.060582,21834.24236,22688.95787,1714.060582,1,23401.68282
Lower Pond,9/13/2006,2006,Lyme,41.39284,-72.37909,CT,CAES,N,1.62,1.252,1.7,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,17,0.0165,6.55,54.8,6.3,1.6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2,27,97,10599.2973,12622.95834,1714.060582,10599.2973,0,24463.59044
Lucky Pond (Galko Farm Pond),7/8/2005,2005,Wallingford,41.46451,-72.85655,CT,CAES,Y,0.4,1.776,2.5,Y,0.0012,0.0012,0.0012,0.0012,0,0,1,0,0,0,0,0,0,0,7,1,6,0.1935,7.1,116,53.63,0.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,44,5781.927075,6845.205121,12566.38317,5781.927075,0,4854.666364
Mackenzie Reservoir  2  small,6/30/2005,2005,Wallingford,41.44279,-72.77219,CT,CAES,Y,59.8,1.528,3,Y,0.1421,0.1421,0.1421,0.1421,0,0,1,0,0,0,1,0,0,1,11,3,8,0.0715,6.75,183.5,62.65,0.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,48,2389.352667,4564.594537,6845.205121,2389.352667,0,4742.627629
Mamanasco Lake,combined,comb,Ridgefield,41.32008,-73.52723,CT,CAES,Y,35.7,1.674,3.353,Y,4.00E-04,7.00E-04,7.00E-04,1.00E-04,0,0,1,0,0,0,0,0,0,0,11,1,10,0.0524,7.8,271.25,75.1875,1.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,47,133,6583.240369,13812.1822,4775.834343,6583.240369,1,4742.627629
Merriman Pond,9/8/2005,2005,Watertown,41.63474,-73.11386,CT,CAES,N,14.37,2.145,3,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0.0395,6,100.5,33.75,1.5,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,2,17,71,3939.716128,12588.57338,13812.1822,3939.716128,0,3963.017137
Messerschmidt Pond,8/16/2005,2005,"Deep River, Westbrook",41.33882,-72.48377,CT,CAES,N,29.54,1.924,4.877,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,19,0.0355,6.2,130,46.13,2.8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,2,27,89,7191.693524,18111.29563,21150.19958,7191.693524,1,22.68792418
Mill Pond Park,9/4/2009,2009,Newington,41.69472,-72.73002,CT,CAES,Y,1.46,1.397,2.8,Y,0.3566,0.4938,0.4938,0.2195,0,1,1,0,0,0,0,0,0,0,5,2,3,0.1205,6.85,361,180.4,1.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,77,9653.367976,13298.21652,10311.0924,9653.367976,0,9750.485646
Millers Pond,8/22/2005,2005,Durham,41.47727,-72.63283,CT,CAES,N,13.19,1.69,5.49,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0.006,5.35,24,1.13,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,59,9255.557128,10636.89953,10142.78875,9255.557128,0,6746.592858
"Mills Pond, Lower",7/27/2005,2005,Canton,41.82456,-72.91158,CT,CAES,Y,0.4,1.115,1.5,Y,0.77,1,1,0.54,0,0,0,0,0,0,0,0,1,0,8,1,7,0.0455,6.2,125,27.38,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,13,42,305.8066508,305.8066508,9255.557128,305.8066508,0,26269.61377
"Mills Pond, Upper",7/27/2005,2005,Canton,41.82656,-72.91411,CT,CAES,Y,1.78,1.581,1.5,Y,0.24,0.24,0.24,0.24,0,0,1,0,0,0,1,0,0,0,10,2,8,0.105,6,149,33,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,12,39,12073.58882,20524.06654,11822.35676,305.8066508,0,11145.40518
Mohawk Pond,9/13/2005,2005,"Cornwall, Goshen",41.81138,-73.29292,CT,CAES,N,6.56,1.12,8,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,18,0.018,5.7,35.85,9,5.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,2,15,44,28418.46591,17158.92785,305.8066508,20524.06654,1,6318.000261
Mono Pond,9/19/2012,2012,Columbia,41.67663,-72.31115,CT,CAES,N,41.28,2.128,2,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0.0132,6.15,23.1,6.75,2,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,17,53,17158.92785,12722.54469,20922.00871,17158.92785,1,6493.863076
Moosup Pond,combined,comb,Plainfield,41.73433,-71.86675,CT,CAES,Y,38.77,1.21,6,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,32,0.1089,6.225,53.075,11.375,2.95,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,12,31,12722.54469,14998.93461,17158.92785,12722.54469,0,4246.701587
Morey Pond,8/23/2005,2005,"Ashford, Union",41.96006,-72.1922,CT,CAES,N,18.13,2.461,3.5,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,24,0.0155,5.7,227.5,7.88,3.5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,24,118,15303.03947,10277.30386,12722.54469,14998.93461,0,22682.23732
Muddy Pond,6/20/2013,2013,Woodstock,42.02185,-72.03045,CT,CAES,N,15.41,1.669,3,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,0.0109,6.55,84,14.65,2.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,31,117,25164.53315,13355.07272,25164.53315,10277.30386,0,22883.83993
Mystic Seaport Pond,9/8/2006,2006,Mystic,41.36302,-71.96287,CT,CAES,N,0.12,1.255,2,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0.024,6.8,123.5,26.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,70,8373.886722,10724.19335,23162.71888,8373.886722,0,12142.8831
Nichols Pond,6/29/2005,2005,Oxford,41.41707,-73.13694,CT,CAES,N,5.14,1.373,1.5,Y,2.00E-04,2.00E-04,2.00E-04,2.00E-04,0,0,1,0,0,0,0,0,0,0,9,1,8,0.0525,5.25,77.65,4.5,0.9,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,15,69,9559.735205,4775.834343,21329.78088,9559.735205,0,5659.415732
North Farms Reservoir,9/9/2009,2009,Wallingford,41.48544,-72.77947,CT,CAES,Y,26.06,1.361,2,Y,0.0504,0.0504,0.0504,0.0504,0,0,1,0,0,0,1,1,0,0,9,3,6,0.073,7.2,118.5,131.65,1.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,58,4775.834343,8805.442704,4775.834343,4775.834343,1,31215.00095
North Pond (Laurelwood Lake),9/23/2005,2005,Madison,41.35674,-72.62813,CT,CAES,N,3.28,1.638,1.3,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0.044,6,154,17.63,1.3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,20,68,7098.309796,5323.4371,6897.877225,6897.877225,0,23596.40412
