"waterbody","date","year","town","latitude","longitude","state","data_source","mult_survey","surfacearea_ha","shoreline_development","depth_max_m","FP_presence","FPcover_avg","FPcover_low_est","FPcover_max","FPcover_min","azolla","eichhornia_crassipes","lemna_minor","lemna_trisulca","lemna_valdiviana","riccia","spirodela_polyrhiza","wolffia","wolffia_borealis","wolffia_brasiliensis","allplant_species_richness","FP_species_richness","nonFP_species_richness","TOTP_n","TOTP_avg","TOTP_SE","PH_n","PH_avg","PH_SE","COND_n","COND_avg","COND_SE","DO_n","DO_avg","DO_SE","TEMP_n","TEMP_avg","TEMP_SE","ALK_n","ALK_avg","ALK_SE","secchi_n","secchi_avg","secchi_SE","alisma","alisma_subcordatum","brasenia","cabomba","callitriche","callitriche_verna","callitriche_hetero","callitriche_stag","cardamine","ceratophyllum_dem","ceratophyllum_echin","charphyte","decodon","egeria","elatine","elatine_ameri","elatine_minima","elatine_triandra","eleocharis","eleocharis_acic","eleocharis_ellip","ellocharis_parv","elodea_canad","elodea_nutt","eriocaulon_aqua","fil_algae","glossostigma","gratiola","hydrilla","isoetes","isoetes_acad","isoetes_eaton","isoetes_echino","isoetes_engel","isoetes_lacus","isoetes_tuck","juncus","juncus_pelo","lobelia","ludwigia","ludwigia_dub","ludwigia_lac","ludwigia_pal","marsilea","megalodonta","myosotis","myriophyllum","myriophyllum_alt","myriophyllum_aqua","myriophyllum_hetero","myriophyllum_hetero_lax","myriophyllum_hum","myriophyllum_ten","myriophyllum_sibi","myriophyllum_spic","najas_flex","najas_grac","najas_guad","najas_minor","nasturtium","nelumbo","nuphar","nymphaea_odor","nymphaea_odor_odor","nymphaea_odor_tuber","nymphoides","nymphoides_cordata","nymphoides_pelt","peltandra","phragmites","polygonum","polygonum_amphi","polygonum_hydro","pontederia","potamogeton","potamogeton_ampli","potamogeton_berch","potamogeton_biculp","potamogeton_conferv","potamogeton_crispus","potamogeton_epi","potamogeton_foli","potamogeton_frie","potamogeton_grami","potamogeton_ilino","potamogeton_ilino_hybrid","potamogeton_natans","potamogeton_nodos","potamogeton_oakes","potamogeton_palus","potamogeton_perfo","potamogeton_pulch","potamogeton_pusil","potamogeton_prael","potamogeton_rich","potamogeton_robb","potamogeton_spir","potamogeton_vase","potamogeton_zost","proserpinaca","ranunculus","sagittaria","sagittaria_gram","sagittaria_lati","schoenoplectus","sparganium","sparganium_ameri","stuckenia","trapa","typha","typha_latif","sedge","utricularia","utricularia_gemi","utricularia_gibb","utricularia_inter","utricularia_macro","utricularia_mini","utricularia_mino","utricularia_purp","utricularia_radi","utricularia_subu","utricularia_vulg","vallisneria","zannichellia","zosterella"
"Higby Reservor #3","9/24/2010","2010","Middletown",41.5378,72.7226,"CT","CAES","N",17.12,1.341,1.8,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,2,0.044,0.011,2,7.1,0.1,2,154,1,1,7,NA,1,22.8,NA,2,32.25,0.75,1,1.5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Higby Reservor #4","9/24/2010","2010","Middletown",41.5527,72.729,"CT","CAES","N",11.29,1.964,4,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,2,0.004,0,2,6.85,0.05,2,44,1,1,7.7,NA,1,21.4,NA,2,14.35,1.45,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Horse Pond","8/4/2005","2005","Salem",41.462,72.2507,"CT","CAES","N",5.34,1.251,5.1,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,2,0.03,0.023,2,6,0.2,2,81,14,1,7.2,NA,1,29.6,NA,2,11.63,3.375,1,2.6,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0
"Horseshoe Pond","6/21/2013","2013","Wilton",41.1823,73.4265,"CT","CAES","N",2.23,1.359,1,"Y",0.024,0.024,0.024,0.024,0,0,1,1,0,0,1,0,0,0,11,3,8,2,0.05405,0.00125,2,6.45,0.05,2,394.5,0.5,1,2.2,NA,1,21.3,NA,2,34.9,1.1,1,0.8,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Hospital Reservoir #3","9/30/2009","2009","Middletown",41.5443,72.6045,"CT","CAES","N",2.39,1.324,5.5,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,2,0.006,0,2,6.4,0.3,2,52.3,12.2,1,7.3,NA,1,19.6,NA,2,14.3,6,1,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
"Housatonic Lake","7/12/2005","2005","Derby, Monroe, Oxford, Seymour, Shelton",41.3286,73.1093,"CT","CAES","N",132.74,4.132,7.925,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16,2,0.02,0.005,2,7.25,0.05,2,238,6,1,8.3,NA,1,24.1,NA,2,85.5,0,1,2,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"Howells Pond","8/12/2005","2005","Hartland",42.0222,72.9929,"CT","CAES","N",5.79,1.372,2.468,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,2,0.0375,0.0225,2,5.4,0.2,2,29.5,2.5,1,5.2,NA,1,30.2,NA,2,4.5,0.75,1,1.2,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Hummers Pond","7/28/2005","2005","Madison",41.2835,72.5827,"CT","CAES","N",3.08,1.994,2,"Y",0.44,0.44,0.44,0.44,0,0,0,0,0,0,0,0,0,1,9,1,8,2,0.0755,0.0135,2,6.05,0.05,2,196.5,0.5,1,2,NA,1,26.2,NA,2,31.5,0,1,1.5,NA,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"Indian Lake (1)","8/3/2006","2006","Orange",41.2505,73.01,"CT","CAES","N",10.93,2.028,4,"Y",0.0333,0.0333,0.0333,0.0333,0,0,1,0,0,0,0,0,0,1,13,2,11,2,0.069,0.02,2,7.05,0.75,2,228.5,33.5,1,9.8,NA,1,31.8,NA,2,55.9,19.9,1,1,NA,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Indian Lake (2)","8/10/2009","2009","Sharon",41.9183,73.4946,"CT","CAES","N",82.96,1.58,3,"Y",6e-04,6e-04,6e-04,6e-04,0,0,0,0,0,0,1,0,0,0,21,1,20,2,0.014,0.012,2,7.5,0.1,2,116.25,3.75,1,6.2,NA,1,27.4,NA,2,274,7,1,2,NA,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
"Ingham Pond (Lake Rockview)","7/22/2005","2005","Old Saybrook",41.299,72.3968,"CT","CAES","N",5.79,1.311,10,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,2,0.039,0.033,2,5.8,0.1,2,78.3,4.5,1,7.6,NA,1,30.7,NA,2,12.75,3.75,1,3.7,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"Ivoryton Pond","8/21/2006","2006","Ivoryton",41.3475,72.4342,"CT","CAES","N",1.01,1.482,2,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,2,0.055,0.044,2,6.6,0,2,89.5,8,1,7.1,NA,1,24,NA,2,29.25,1.55,1,2,NA,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Keley (Kelsey) Pond","8/8/2006","2006","Guilford",41.3605,72.7038,"CT","CAES","N",4.45,1.378,1,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,2,0.038,0.001,2,6.45,0.05,2,112.5,2.5,1,7.7,NA,1,28.5,NA,2,24.4,1.1,1,0.75,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lakeview Lake (Willow Lake)","8/18/2006","2006","West Hartford",41.8031,72.772,"CT","CAES","N",1.09,1.343,1,"Y",0.1605,0.1605,0.1605,0.1605,0,0,1,0,0,0,0,1,0,0,7,2,5,1,0.053,NA,1,6.8,NA,1,178,NA,1,4.6,NA,1,20.4,NA,1,63.9,NA,1,1.3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Larkin Pond","7/3/2011","2011","Middlebury",41.501,73.1117,"CT","CAES","N",3.44,1.349,3,"Y",0.0094,0.0094,0.0094,0.0094,0,0,1,0,0,0,0,0,0,0,11,1,10,2,0.056,0.015,2,7.65,1.55,2,130,40,1,12,NA,1,27.6,NA,2,13.9,1.1,1,0.8,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Laurel Lake","combined","comb","New Hartford",41.8874,73.02,"CT","CAES","Y",6.47,1.388,7,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,19,2,0.0545,0.0105,2,6.35,0.25,2,111.5,17.5,2,7.9,0.4,2,20.85,4.45,2,32.25,34.95,2,3.6,0.4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"Linsley Pond","8/25/2005","2005","Branford, North Branford",41.317,72.7848,"CT","CAES","N",9.27,1.183,13.41,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,2,0.174,0.165,2,6.35,0.05,2,299,41,1,7.7,NA,1,25.3,NA,2,100.5,15.75,1,4.5,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Long Meadow Pond","combined","comb","Bethlehem",41.6537,73.2104,"CT","CAES","Y",40.47,2.168,2.134,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,31,2,0.0964,0.0384,2,6.925,0.575,2,88.05,6.45,2,0.05065,0.04915,2,24.55,0.85,2,17.8125,0.9375,2,1.85,0.25,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0
"Lower Moodus Reservoir","combined","comb","Moodus",41.5145,72.422,"CT","CAES","Y",50.99,2.115,4,"Y",1e-04,1e-04,1e-04,1e-04,0,0,1,0,0,0,0,0,0,0,36,1,35,2,0.034,0.029,2,6.025,0.225,2,72.3,6.3,2,0.05065,0.04915,2,28.85,1.85,2,10.325,1.675,2,1.75,0.25,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0
"Lower Pond","9/13/2006","2006","Lyme",41.3928,72.3791,"CT","CAES","N",1.62,1.252,1.7,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,17,2,0.0165,5e-04,2,6.55,0.15,2,54.8,1.3,1,3.5,NA,1,16.6,NA,2,6.3,1.7,1,1.6,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
"Lucky Pond (Galko Farm Pond)","7/8/2005","2005","Wallingford",41.4647,72.8564,"CT","CAES","Y",0.4,1.776,2.5,"Y",0.0012,0.0012,0.0012,0.0012,0,0,1,0,0,0,0,0,0,0,7,1,6,2,0.1935,0.0125,2,7.1,0.3,2,116,4,1,6.8,NA,1,22.8,NA,2,53.63,2.625,NA,0.7,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mackenzie Reservoir  2  small","6/30/2005","2005","Wallingford",41.4428,72.7722,"CT","CAES","Y",59.8,1.528,3,"Y",0.1421,0.1421,0.1421,0.1421,0,0,1,0,0,0,1,0,0,1,11,3,8,2,0.0715,0.0055,2,6.75,0.05,2,183.5,6.5,1,6,NA,1,23.2,NA,2,62.65,4.15,NA,0.9,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mamanasco Lake","combined","comb","Ridgefield",41.3201,73.5272,"CT","CAES","Y",35.7,1.674,3.353,"Y",4e-04,7e-04,7e-04,1e-04,0,0,1,0,0,0,0,0,0,0,11,1,10,2,0.0524,0.0177,2,7.8,0.1,2,271.25,30.75,2,0.05065,0.04915,2,24.4,2.8,2,75.1875,0.1875,2,1.4,0.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Merriman Pond","9/8/2005","2005","Watertown",41.6347,73.1139,"CT","CAES","N",14.37,2.145,3,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,2,0.0395,0.0105,2,6,0,2,100.5,40.5,1,4.8,NA,1,22.4,NA,2,33.75,22.5,1,1.5,NA,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"Messerschmidt Pond","8/16/2005","2005","Deep River, Westbrook",41.3388,72.4838,"CT","CAES","N",29.54,1.924,4.877,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,19,2,0.0355,0.0095,2,6.2,0.2,2,130,65,1,5.5,NA,1,27.4,NA,2,46.13,39.375,1,2.8,NA,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0
"Mill Pond Park","9/4/2009","2009","Newington",41.6947,72.73,"CT","CAES","Y",1.46,1.397,2.8,"Y",0.3566,0.4938,0.4938,0.2195,0,1,1,0,0,0,0,0,0,0,5,2,3,2,0.1205,0.0125,2,6.85,0.05,2,361,9,1,7.9,NA,1,20.9,NA,2,180.4,7.9,NA,1.2,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Millers Pond","8/22/2005","2005","Durham",41.4773,72.6328,"CT","CAES","N",13.19,1.69,5.49,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,2,0.006,0.003,2,5.35,0.05,2,24,0,1,7.1,NA,1,26.3,NA,2,1.13,0.375,1,4,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mills Pond, Lower","7/27/2005","2005","Canton",41.8242,72.9114,"CT","CAES","Y",0.4,1.115,1.5,"Y",0.77,1,1,0.54,0,0,0,0,0,0,0,0,1,0,8,1,7,2,0.0455,0.0145,2,6.2,0.1,2,125,2,1,4.6,NA,1,28.6,NA,2,27.38,0.375,NA,1,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Mills Pond, Upper","7/27/2005","2005","Canton",41.8266,72.9141,"CT","CAES","Y",1.78,1.581,1.5,"Y",0.24,0.24,0.24,0.24,0,0,1,0,0,0,1,0,0,0,10,2,8,2,0.105,0.051,2,6,0.1,2,149,11,1,0.3,NA,1,23.9,NA,2,33,5.25,NA,1,NA,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Mohawk Pond","9/13/2005","2005","Cornwall, Goshen",41.8114,73.2929,"CT","CAES","N",6.56,1.12,8,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,18,2,0.018,0.009,2,5.7,0.3,2,35.85,4.15,1,7.6,NA,1,24.2,NA,2,9,3,1,5.4,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0
